序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
2801,01142,能源及能量环球,2.15,-0.11,-4.87,2.32,2.32,2.02,2.26,2750125.0,5782786.0,2025-06-20 13:55:35
2802,01877,君实生物,20.35,-1.05,-4.91,21.25,21.7,20.3,21.4,5812200.0,121300755.0,2025-06-20 13:55:35
2803,01429,天任集团,0.058,-0.003,-4.92,0.061,0.061,0.058,0.061,0.0,,2025-06-20 13:55:35
2804,02306,乐华娱乐,3.47,-0.18,-4.93,3.63,3.76,3.46,3.65,8154000.0,29159220.0,2025-06-20 13:55:35
2805,01195,京维集团,0.019,-0.001,-5.0,0.019,0.019,0.019,0.02,724000.0,13756.0,2025-06-20 13:55:35
2806,00274,复兴亚洲,0.57,-0.03,-5.0,0.54,0.59,0.54,0.6,510000.0,286100.0,2025-06-20 13:55:35
2807,03939,万国黄金集团,29.9,-1.6,-5.08,30.2,31.65,29.8,31.5,2942000.0,89913962.0,2025-06-20 13:55:35
2808,02515,天津建发,0.56,-0.03,-5.08,0.56,0.56,0.56,0.59,20000.0,11200.0,2025-06-20 13:55:35
2809,01238,宝龙地产,0.28,-0.015,-5.08,0.29,0.295,0.265,0.295,7087000.0,1959602.0,2025-06-20 13:55:35
2810,00018,东方企控集团,0.37,-0.02,-5.13,0.375,0.375,0.35,0.39,474000.0,172410.0,2025-06-20 13:55:35
2811,08452,富银融资股份,0.37,-0.02,-5.13,0.37,0.37,0.37,0.39,20000.0,7400.0,2025-06-20 13:55:35
2812,00332,元亨燃气,0.037,-0.002,-5.13,0.041,0.05,0.037,0.039,96256000.0,4308640.0,2025-06-20 13:55:35
2813,02168,佳兆业美好,1.46,-0.08,-5.19,1.5,1.5,1.45,1.54,12000.0,17560.0,2025-06-20 13:55:35
2814,00887,英皇钟表珠宝,0.54,-0.03,-5.26,0.57,0.57,0.52,0.57,27610000.0,15042600.0,2025-06-20 13:55:35
2815,08021,汇隆控股,0.018,-0.001,-5.26,0.018,0.018,0.018,0.019,1080000.0,19440.0,2025-06-20 13:55:35
2816,01742,HPC HOLDINGS,0.089,-0.005,-5.32,0.094,0.094,0.089,0.094,0.0,,2025-06-20 13:55:35
2817,01372,中国碳中和,1.6,-0.09,-5.33,1.68,1.71,1.56,1.69,19310000.0,30925910.0,2025-06-20 13:55:35
2818,02051,51信用卡,0.355,-0.02,-5.33,0.37,0.37,0.35,0.375,670000.0,237500.0,2025-06-20 13:55:35
2819,01204,博维智慧,1.42,-0.08,-5.33,1.43,1.44,1.42,1.5,70000.0,99600.0,2025-06-20 13:55:35
2820,00622,威华达控股,0.44,-0.025,-5.38,0.475,0.475,0.44,0.465,231000.0,108060.0,2025-06-20 13:55:35
2821,00650,普达特科技,0.192,-0.011,-5.42,0.192,0.194,0.191,0.203,64000.0,12306.0,2025-06-20 13:55:35
2822,00928,帝王国际投资,0.104,-0.006,-5.45,0.104,0.104,0.104,0.11,1240000.0,128960.0,2025-06-20 13:55:35
2823,06108,新锐医药,0.034,-0.002,-5.56,0.036,0.036,0.034,0.036,4176000.0,142104.0,2025-06-20 13:55:35
2824,08107,细叶榕科技,0.425,-0.025,-5.56,0.46,0.46,0.42,0.45,365000.0,155850.0,2025-06-20 13:55:35
2825,08179,百利达集团控股,0.017,-0.001,-5.56,0.017,0.017,0.017,0.018,192000.0,3264.0,2025-06-20 13:55:35
2826,00707,亚洲电视控股,0.067,-0.004,-5.63,0.071,0.071,0.066,0.071,300000.0,21212.0,2025-06-20 13:55:35
2827,01477,欧康维视生物-B,10.34,-0.62,-5.66,10.9,11.28,10.2,10.96,6656000.0,69810910.0,2025-06-20 13:55:35
2828,00767,中基长寿科学,0.5,-0.03,-5.66,0.53,0.53,0.495,0.53,130000.0,65550.0,2025-06-20 13:55:35
2829,02983,百仕达控股(旧),6.2,-0.38,-5.78,6.46,6.46,6.12,6.58,27100.0,168476.0,2025-06-20 13:55:35
2830,00585,意力国际,0.405,-0.025,-5.81,0.41,0.41,0.405,0.43,72000.0,29360.0,2025-06-20 13:55:35
2831,00907,高雅光学,0.096,-0.006,-5.88,0.1,0.103,0.095,0.102,1760000.0,177720.0,2025-06-20 13:55:35
2832,00048,中国汽车内饰,0.315,-0.02,-5.97,0.335,0.35,0.28,0.335,822000.0,244830.0,2025-06-20 13:55:35
2833,06898,中国铝罐,0.63,-0.04,-5.97,0.62,0.68,0.59,0.67,68000.0,42420.0,2025-06-20 13:55:35
2834,00833,华讯,0.47,-0.03,-6.0,0.47,0.495,0.45,0.5,204000.0,93660.0,2025-06-20 13:55:35
2835,09992,泡泡玛特,233.4,-15.2,-6.11,233.2,246.0,233.0,248.6,25482304.0,6075717120.0,2025-06-20 13:55:35
2836,01720,普天通信集团,0.092,-0.006,-6.12,0.093,0.093,0.092,0.098,784000.0,73248.0,2025-06-20 13:55:35
2837,00784,凌锐控股,0.061,-0.004,-6.15,0.06,0.061,0.06,0.065,90000.0,5420.0,2025-06-20 13:55:35
2838,01547,IBI GROUP HLDGS,0.244,-0.016,-6.15,0.265,0.27,0.234,0.26,600000.0,148320.0,2025-06-20 13:55:35
2839,02171,科济药业-B,22.65,-1.5,-6.21,24.15,24.15,22.4,24.15,2481500.0,57384060.0,2025-06-20 13:55:35
2840,00621,坛金矿业,0.06,-0.004,-6.25,0.062,0.064,0.059,0.064,97750000.0,5945270.0,2025-06-20 13:55:35
2841,00078,REGAL INT'L,0.6,-0.04,-6.25,0.63,0.64,0.6,0.64,1150000.0,701940.0,2025-06-20 13:55:35
2842,00106,朗诗绿色管理,0.015,-0.001,-6.25,0.015,0.015,0.015,0.016,1608000.0,24460.0,2025-06-20 13:55:35
2843,00398,东方表行集团,3.46,-0.24,-6.49,3.5,3.59,3.4,3.7,5902000.0,20513520.0,2025-06-20 13:55:35
2844,09890,中旭未来,13.08,-0.92,-6.57,14.26,14.28,13.0,14.0,3828600.0,51033116.0,2025-06-20 13:55:35
2845,00247,TST PROPERTIES,17.92,-1.28,-6.67,17.92,17.92,17.92,19.2,2100.0,37580.0,2025-06-20 13:55:35
2846,00736,中国置业投资,0.14,-0.01,-6.67,0.135,0.14,0.135,0.15,3000.0,405.0,2025-06-20 13:55:35
2847,02286,辰兴发展,0.168,-0.012,-6.67,0.168,0.169,0.168,0.18,120000.0,20168.0,2025-06-20 13:55:35
2848,00776,帝国科技集团,1.38,-0.1,-6.76,1.48,1.5,1.33,1.48,273000.0,391245.0,2025-06-20 13:55:35
2849,08019,皓文控股,0.275,-0.02,-6.78,0.275,0.275,0.275,0.295,40000.0,11000.0,2025-06-20 13:55:35
2850,00467,联合能源集团,0.68,-0.05,-6.85,0.73,0.74,0.67,0.73,640429008.0,447428368.0,2025-06-20 13:55:35
2851,00325,布鲁可,143.0,-11.0,-7.14,153.8,153.8,142.0,154.0,2357566.0,341741920.0,2025-06-20 13:55:35
2852,08056,生活概念,0.255,-0.02,-7.27,0.26,0.26,0.255,0.275,50000.0,12800.0,2025-06-20 13:55:35
2853,00256,冠城钟表珠宝,0.5,-0.04,-7.41,0.52,0.54,0.495,0.54,87256000.0,44493560.0,2025-06-20 13:55:35
2854,02995,永恒策略,0.435,-0.035,-7.45,0.47,0.51,0.41,0.47,131709.0,58052.0,2025-06-20 13:55:35
2855,06820,友谊时光,0.86,-0.07,-7.53,0.95,0.95,0.86,0.93,3568000.0,3163880.0,2025-06-20 13:55:35
2856,01026,环球实业科技,0.171,-0.014,-7.57,0.17,0.185,0.169,0.185,530000.0,93160.0,2025-06-20 13:55:35
2857,01802,文业集团,0.061,-0.005,-7.58,0.061,0.061,0.06,0.066,2900000.0,175240.0,2025-06-20 13:55:35
2858,02012,阳光油砂,0.71,-0.06,-7.79,0.77,0.92,0.67,0.77,17143000.0,13409350.0,2025-06-20 13:55:35
2859,03889,大成玉米集团,0.092,-0.008,-8.0,0.1,0.1,0.092,0.1,18000.0,1758.0,2025-06-20 13:55:35
2860,03336,巨腾国际,1.24,-0.11,-8.15,1.25,1.28,1.24,1.35,94000.0,118680.0,2025-06-20 13:55:35
2861,01716,毛记葵涌,0.39,-0.035,-8.24,0.39,0.39,0.39,0.425,100000.0,39000.0,2025-06-20 13:55:35
2862,00553,南京熊猫电子股份,4.34,-0.4,-8.44,4.82,4.82,4.34,4.74,31346000.0,140623615.0,2025-06-20 13:55:35
2863,06080,荣智控股,0.096,-0.009,-8.57,0.097,0.097,0.092,0.105,372000.0,35928.0,2025-06-20 13:55:35
2864,00747,渖阳公用发展股份,0.042,-0.004,-8.7,0.042,0.042,0.042,0.046,100000.0,4200.0,2025-06-20 13:55:35
2865,01305,伟志控股,0.73,-0.07,-8.75,0.73,0.73,0.73,0.8,27000.0,20230.0,2025-06-20 13:55:35
2866,02221,创业集团控股,0.071,-0.007,-8.97,0.078,0.078,0.071,0.078,220000.0,16820.0,2025-06-20 13:55:35
2867,02608,阳光100中国,0.01,-0.001,-9.09,0.011,0.011,0.01,0.011,2553000.0,28081.0,2025-06-20 13:55:35
2868,01657,桦欣控股,9.08,-0.91,-9.11,9.0,9.08,9.0,9.99,500.0,4500.0,2025-06-20 13:55:35
2869,02453,美中嘉和,6.53,-0.67,-9.31,7.3,7.36,6.45,7.2,60313500.0,386032480.0,2025-06-20 13:55:35
2870,03878,VICON HOLDINGS,0.175,-0.018,-9.33,0.178,0.178,0.175,0.193,22000.0,3910.0,2025-06-20 13:55:35
2871,00994,中天顺联,0.16,-0.017,-9.6,0.17,0.17,0.16,0.177,716000.0,118356.0,2025-06-20 13:55:35
2872,00166,新时代集团控股,0.056,-0.006,-9.68,0.065,0.065,0.055,0.062,2484000.0,145748.0,2025-06-20 13:55:35
2873,01312,华控康泰,0.028,-0.003,-9.68,0.027,0.028,0.027,0.031,2670000.0,72168.0,2025-06-20 13:55:35
2874,08280,中国数字视频,0.056,-0.006,-9.68,0.055,0.056,0.055,0.062,4000.0,220.0,2025-06-20 13:55:35
2875,02482,维天运通,1.02,-0.11,-9.73,1.03,1.03,1.02,1.13,67000.0,68570.0,2025-06-20 13:55:35
2876,09879,米高集团,5.1,-0.55,-9.73,5.54,5.54,5.02,5.65,39000.0,206490.0,2025-06-20 13:55:35
2877,00228,中能控股,0.061,-0.007,-10.29,0.07,0.07,0.058,0.068,34888000.0,2216176.0,2025-06-20 13:55:35
2878,01420,川控股,0.119,-0.014,-10.53,0.115,0.119,0.114,0.133,304000.0,34800.0,2025-06-20 13:55:35
2879,01560,星星集团,0.098,-0.012,-10.91,0.093,0.098,0.093,0.11,4000.0,372.0,2025-06-20 13:55:35
2880,00379,恒嘉融资租赁,0.065,-0.008,-10.96,0.065,0.065,0.065,0.073,300000.0,19500.0,2025-06-20 13:55:35
2881,01996,弘阳地产,0.048,-0.006,-11.11,0.049,0.049,0.048,0.054,521000.0,25525.0,2025-06-20 13:55:35
2882,01262,蜡笔小新食品,2.46,-0.31,-11.19,2.78,2.78,2.45,2.77,78900.0,210385.0,2025-06-20 13:55:35
2883,01815,珠峰黄金,1.66,-0.21,-11.23,1.89,1.9,1.51,1.87,31186000.0,53429200.0,2025-06-20 13:55:35
2884,02307,锦兴国际控股,0.134,-0.017,-11.26,0.133,0.134,0.133,0.151,10000.0,1330.0,2025-06-20 13:55:35
2885,06128,烯石电车新材料,0.204,-0.027,-11.69,0.231,0.231,0.189,0.231,8873200.0,1782973.0,2025-06-20 13:55:35
2886,09669,北森控股,8.42,-1.13,-11.83,9.55,9.63,7.81,9.55,3122000.0,26612033.0,2025-06-20 13:55:35
2887,01693,璋利国际,2.54,-0.35,-12.11,2.89,2.89,2.52,2.89,6000.0,15820.0,2025-06-20 13:55:35
2888,08535,荧德控股,0.101,-0.014,-12.17,0.092,0.101,0.092,0.115,40000.0,3840.0,2025-06-20 13:55:35
2889,02178,百勤油服,0.11,-0.016,-12.7,0.122,0.136,0.109,0.126,20005998.0,2407500.0,2025-06-20 13:55:35
2890,01228,北海康成-B,0.305,-0.045,-12.86,0.35,0.35,0.275,0.35,4850000.0,1534795.0,2025-06-20 13:55:35
2891,01370,奥威控股,0.2,-0.03,-13.04,0.25,0.255,0.199,0.23,1577000.0,317804.0,2025-06-20 13:55:35
2892,00333,黛丽斯国际,0.239,-0.036,-13.09,0.235,0.239,0.235,0.275,22400.0,5262.0,2025-06-20 13:55:35
2893,08429,华美乐乐,0.033,-0.005,-13.16,0.035,0.038,0.033,0.038,30000.0,1045.0,2025-06-20 13:55:35
2894,08536,TL NATURAL GAS,0.33,-0.05,-13.16,0.35,0.385,0.325,0.38,935000.0,332825.0,2025-06-20 13:55:35
2895,08356,进业控股,0.82,-0.13,-13.68,0.95,0.95,0.82,0.95,0.0,,2025-06-20 13:55:35
2896,02587,健康之路,21.6,-3.5,-13.94,25.4,25.4,20.55,25.1,6072819.0,133778355.0,2025-06-20 13:55:35
2897,00815,中国白银集团,0.41,-0.07,-14.58,0.48,0.48,0.41,0.48,82874000.0,35842610.0,2025-06-20 13:55:35
2898,03395,吉星新能源,0.89,-0.16,-15.24,1.13,1.29,0.88,1.05,16766045.0,18419924.0,2025-06-20 13:55:35
2899,08181,港深智能管理,0.055,-0.01,-15.38,0.053,0.055,0.053,0.065,800000.0,42400.0,2025-06-20 13:55:35
2900,00352,富阳,0.052,-0.01,-16.13,0.053,0.053,0.051,0.062,456000.0,23412.0,2025-06-20 13:55:35
2901,02728,金泰能源控股,0.043,-0.009,-17.31,0.052,0.059,0.041,0.052,68244000.0,3336584.0,2025-06-20 13:55:35
2902,01159,智数科技集团,2.5,-0.55,-18.03,2.93,2.93,2.42,3.05,708000.0,1912760.0,2025-06-20 13:55:35
2903,01759,中油洁能控股,2.14,-0.51,-19.25,2.65,2.82,1.99,2.65,1855000.0,4296230.0,2025-06-20 13:55:35
2904,01354,经发物业,10.52,-8.9,-45.83,17.84,18.5,9.0,19.42,940800.0,9634443.0,2025-06-20 13:55:35
2905,89015,国债四零零四-R,,,,,,,,,,2025-06-20 13:55:35
2906,89014,PRC B3004-R,,,,,,,,,,2025-06-20 13:55:35
2907,89013,PRC B2804-R,,,,,,,,,,2025-06-20 13:55:35
2908,89012,国债五五零二-R,,,,,,,,,,2025-06-20 13:55:35
2909,89011,国债三五零二-R,,,,,,,,,,2025-06-20 13:55:35
2910,89010,国债三零零二-R,,,,,,,,,,2025-06-20 13:55:35
2911,89009,国债二八零二-R,,,,,,,,,,2025-06-20 13:55:35
2912,89008,国债二七零二-R,,,,,,,,,,2025-06-20 13:55:35
2913,89007,国债三四零三-R,,,,,,,,,,2025-06-20 13:55:35
2914,89006,国债二九零三-R,,,,,,,,,,2025-06-20 13:55:35
2915,89005,国债二七零三-R,,,,,,,,,,2025-06-20 13:55:35
2916,89004,国债二六零三-R,,,,,,,,,,2025-06-20 13:55:35
2917,89003,国债二八零八-R,,,,,,,,,,2025-06-20 13:55:35
2918,89002,国债三三零六-R,,,,,,,,,,2025-06-20 13:55:35
2919,89001,国债二六零六-R,,,,,,,,,,2025-06-20 13:55:35
2920,86664,国债三二零八-R,,,,,,,,,,2025-06-20 13:55:35
2921,86663,国债二七零六BR,,,,,,,,,,2025-06-20 13:55:35
2922,86660,国债二六零九-R,,,,,,,,,,2025-06-20 13:55:35
2923,86658,国债二五零七-R,,,,,,,,,,2025-06-20 13:55:35
2924,86652,国债二七十二-R,,,,,,,,,,2025-06-20 13:55:35
2925,86646,国债四六十二-R,,,,,,,,,,2025-06-20 13:55:35
2926,86645,国债三一十二-R,,,,,,,,,,2025-06-20 13:55:35
2927,86644,国债二六十二-R,,,,,,,,,,2025-06-20 13:55:35
2928,86641,国债三六零七-R,,,,,,,,,,2025-06-20 13:55:35
2929,86640,国债二六零七-R,,,,,,,,,,2025-06-20 13:55:35
2930,86635,国债三五十一-R,,,,,,,,,,2025-06-20 13:55:35
2931,86634,国债二五十一-R,,,,,,,,,,2025-06-20 13:55:35
2932,86631,国债四五零五-R,,,,,,,,,,2025-06-20 13:55:35
2933,86630,国债三零零五-R,,,,,,,,,,2025-06-20 13:55:35
2934,86621,国债三四零五-R,,,,,,,,,,2025-06-20 13:55:35
2935,86620,国债二九零五-R,,,,,,,,,,2025-06-20 13:55:35
2936,86612,国债四三零六-R,,,,,,,,,,2025-06-20 13:55:35
2937,86611,国债二八零六-R,,,,,,,,,,2025-06-20 13:55:35
2938,86605,国债二七零六-R,,,,,,,,,,2025-06-20 13:55:35
2939,86022,HKGB GR 2611-R,,,,,,,,,,2025-06-20 13:55:35
2940,86019,SZ GOVT B2610-R,,,,,,,,,,2025-06-20 13:55:35
2941,86002,BOCL N2604B-R,,,,,,,,,,2025-06-20 13:55:35
2942,85934,CDB N2811-R,,,,,,,,,,2025-06-20 13:55:35
2943,85924,ADBC B2508-R,,,,,,,,,,2025-06-20 13:55:35
2944,85905,CDB B3208-R,,,,,,,,,,2025-06-20 13:55:35
2945,85904,CDB B2701-R,,,,,,,,,,2025-06-20 13:55:35
2946,85723,CHARMLI N2512-R,,,,,,,,,,2025-06-20 13:55:35
2947,85032,SZHS B2806-R,,,,,,,,,,2025-06-20 13:55:35
2948,85031,SGBVI N3506-R,,,,,,,,,,2025-06-20 13:55:35
2949,85030,SGBVI N3006-R,,,,,,,,,,2025-06-20 13:55:35
2950,85029,HKGB GR 5506-R,,,,,,,,,,2025-06-20 13:55:35
2951,85028,HKGB GR 4506-R,,,,,,,,,,2025-06-20 13:55:35
2952,85027,CCB N2805-R,,,,,,,,,,2025-06-20 13:55:35
2953,85026,ICBC N2805-R,,,,,,,,,,2025-06-20 13:55:35
2954,85025,CSCIFHK N2704-R,,,,,,,,70000.0,7001750.0,2025-06-20 13:55:35
2955,85024,HKGB2.29 3505-R,,,,,,,,,,2025-06-20 13:55:35
2956,85023,HKGB1.97 3005-R,,,,,,,,,,2025-06-20 13:55:35
2957,85022,HKGB1.73 2604-R,,,,,,,,,,2025-06-20 13:55:35
2958,85021,CDXJCI B2804-R,,,,,,,,,,2025-06-20 13:55:35
2959,85019,SRUOH B2804-R,,,,,,,,,,2025-06-20 13:55:35
2960,85018,MOON K N2804-R,,,,,,,,,,2025-06-20 13:55:35
2961,85017,JMHT B2803-R,,,,,,,,,,2025-06-20 13:55:35
2962,85015,GF FH B2803-R,,,,,,,,,,2025-06-20 13:55:35
2963,85014,HTUTB N2803-R,,,,,,,,,,2025-06-20 13:55:35
2964,85013,BAIDU N3503-R,,,,,,,,,,2025-06-20 13:55:35
2965,85012,BAIDU N3003-R,,,,,,,,,,2025-06-20 13:55:35
2966,85011,ZIBO CT B2803-R,,,,,,,,,,2025-06-20 13:55:35
2967,85010,HKGB1.71 2705-R,,,,,,,,,,2025-06-20 13:55:35
2968,85009,QDOVI B2803-R,,,,,,,,,,2025-06-20 13:55:35
2969,85008,FE HORI N2802-R,,,,,,,,,,2025-06-20 13:55:35
2970,85007,HKGB2.12 2603-R,,,,,,,,,,2025-06-20 13:55:35
2971,85006,SANSHUI B2801-R,,,,,,,,,,2025-06-20 13:55:35
2972,85005,JMHT B2801-R,,,,,,,,,,2025-06-20 13:55:35
2973,85004,HUAIAN N2801-R,,,,,,,,,,2025-06-20 13:55:35
2974,85003,ZC LM B2801-R,,,,,,,,,,2025-06-20 13:55:35
2975,85002,AIRAUTH N5501-R,,,,,,,,,,2025-06-20 13:55:35
2976,85001,AIRAUTH N3501-R,,,,,,,,,,2025-06-20 13:55:35
2977,85000,HF24 I B2712-R,,,,,,,,,,2025-06-20 13:55:35
2978,84599,SCCT B2712-R,,,,,,,,,,2025-06-20 13:55:35
2979,84598,SANSHUI B2712-R,,,,,,,,,,2025-06-20 13:55:35
2980,84597,BOCOM N2612-R,,,,,,,,,,2025-06-20 13:55:35
2981,84596,HKGB2.37 2912-R,,,,,,,,,,2025-06-20 13:55:35
2982,84595,HKGB2.38 2512-R,,,,,,,,,,2025-06-20 13:55:35
2983,84594,SD GCH B2711-R,,,,,,,,,,2025-06-20 13:55:35
2984,84593,BABA N4411-R,,,,,,,,,,2025-06-20 13:55:35
2985,84592,BABA N3411-R,,,,,,,,,,2025-06-20 13:55:35
2986,84591,BABA N2911-R,,,,,,,,2000000.0,204100000.0,2025-06-20 13:55:35
2987,84590,BABA N2805-R,,,,,,,,,,2025-06-20 13:55:35
2988,84589,CD WHID B2711-R,,,,,,,,,,2025-06-20 13:55:35
2989,84588,WZLCD B2711-R,,,,,,,,,,2025-06-20 13:55:35
2990,84587,CEBHK N2611-R,,,,,,,,,,2025-06-20 13:55:35
2991,84586,HKGB2.46 3411-R,,,,,,,,,,2025-06-20 13:55:35
2992,84585,HKGB2.04 2611-R,,,,,,,,,,2025-06-20 13:55:35
2993,84584,YZHJ B2711-R,,,,,,,,,,2025-06-20 13:55:35
2994,84583,SY CSC B2711-R,,,,,,,,,,2025-06-20 13:55:35
2995,84582,XIHUI I B2711-R,,,,,,,,,,2025-06-20 13:55:35
2996,84581,FQ SO B2711-R,,,,,,,,,,2025-06-20 13:55:35
2997,84580,SRUOH B2710-R,,,,,,,,,,2025-06-20 13:55:35
2998,84579,LHK HW B2510-R,,,,,,,,,,2025-06-20 13:55:35
2999,84578,CCCITS B2710-R,,,,,,,,,,2025-06-20 13:55:35
3000,84577,HN GOVT B3410-R,,,,,,,,,,2025-06-20 13:55:35
3001,84576,HN GOVT B2910-R,,,,,,,,,,2025-06-20 13:55:35
3002,84575,HN GOVT B2710-R,,,,,,,,,,2025-06-20 13:55:35
3003,84574,HKGB2.13 2710-R,,,,,,,,,,2025-06-20 13:55:35
3004,84573,SZ FTI B2710-R,,,,,,,,,,2025-06-20 13:55:35
3005,84572,HKMC N3110-R,,,,,,,,,,2025-06-20 13:55:35
3006,84571,SRUOH B2709-R,,,,,,,,,,2025-06-20 13:55:35
3007,84570,CRCC HY N2709-R,,,,,,,,,,2025-06-20 13:55:35
3008,84569,WEIFANG B2703-R,,,,,,,,,,2025-06-20 13:55:35
3009,84568,NB FHI B2709-R,,,,,,,,,,2025-06-20 13:55:35
3010,84567,CDUDG B2709-R,,,,,,,,,,2025-06-20 13:55:35
3011,84566,GD GOVT B2909-R,,,,,,,,,,2025-06-20 13:55:35
3012,84565,GD GOVT B2709-R,,,,,,,,,,2025-06-20 13:55:35
3013,84564,GD GOVT B2609-R,,,,,,,,,,2025-06-20 13:55:35
3014,84563,MTRC N5409-R,,,,,,,,,,2025-06-20 13:55:35
3015,84562,MTRC N3409-R,,,,,,,,40000.0,4144000.0,2025-06-20 13:55:35
3016,84561,CQILHP N2709-R,,,,,,,,,,2025-06-20 13:55:35
3017,84560,PLP B2909-R,,,,,,,,,,2025-06-20 13:55:35
3018,84559,SP MTNF N2909-R,,,,,,,,,,2025-06-20 13:55:35
3019,84558,SP MTNF N2709-R,,,,,,,,,,2025-06-20 13:55:35
3020,84557,SCCT B2608-R,,,,,,,,,,2025-06-20 13:55:35
3021,84556,ANXH B2708-R,,,,,,,,,,2025-06-20 13:55:35
3022,84555,PINGHU B2708-R,,,,,,,,,,2025-06-20 13:55:35
3023,84554,BOCL N2608-R,,,,,,,,,,2025-06-20 13:55:35
3024,84553,CCCITS B2708B-R,,,,,,,,,,2025-06-20 13:55:35
3025,84552,FJJJ B2708-R,,,,,,,,,,2025-06-20 13:55:35
3026,84551,SZ GOVT B3408-R,,,,,,,,,,2025-06-20 13:55:35
3027,84550,SZ GOVT B2908-R,,,,,,,,,,2025-06-20 13:55:35
3028,84549,SZ GOVT B2708-R,,,,,,,,,,2025-06-20 13:55:35
3029,84548,SZ GOVT B2608-R,,,,,,,,,,2025-06-20 13:55:35
3030,84547,LHK HW B2508-R,,,,,,,,,,2025-06-20 13:55:35
3031,84546,CCCITSR B2708-R,,,,,,,,34000.0,3432198.0,2025-06-20 13:55:35
3032,84545,SDHS N2708-R,,,,,,,,,,2025-06-20 13:55:35
3033,84544,BOCOM N2708-R,,,,,,,,,,2025-06-20 13:55:35
3034,84543,AGRBK N2707-R,,,,,,,,,,2025-06-20 13:55:35
3035,84542,HF24 I SGPCS-R,,,,,,,,,,2025-06-20 13:55:35
3036,84541,SDHS N2707-R,,,,,,,,,,2025-06-20 13:55:35
3037,84540,HKGB GR 5407-R,,,,,,,,,,2025-06-20 13:55:35
3038,84539,HKGB GR 4407-R,,,,,,,,,,2025-06-20 13:55:35
3039,84538,HKGB GR 3407-R,,,,,,,,,,2025-06-20 13:55:35
3040,84537,HKGB GR 2907-R,,,,,,,,,,2025-06-20 13:55:35
3041,84536,HKGB GR 2607-R,,,,,,,,,,2025-06-20 13:55:35
3042,84535,JN CT B2707B-R,,,,,,,,,,2025-06-20 13:55:35
3043,84534,ACDG B2707-R,,,,,,,,,,2025-06-20 13:55:35
3044,84533,CCB N2707-R,,,,,,,,,,2025-06-20 13:55:35
3045,84532,JZ UDH B2707-R,,,,,,,,,,2025-06-20 13:55:35
3046,84531,JN CT B2707-R,,,,,,,,,,2025-06-20 13:55:35
3047,84530,TS CT N2707-R,,,,,,,,,,2025-06-20 13:55:35
3048,84529,JOY DL N2707-R,,,,,,,,,,2025-06-20 13:55:35
3049,84528,SDHS N2706-R,,,,,,,,,,2025-06-20 13:55:35
3050,84527,ZIBO HT B2706-R,,,,,,,,,,2025-06-20 13:55:35
3051,84526,JZBD B2706-R,,,,,,,,,,2025-06-20 13:55:35
3052,84525,BOCL N2706B-R,,,,,,,,,,2025-06-20 13:55:35
3053,84524,LGO N2706-R,,,,,,,,,,2025-06-20 13:55:35
3054,84523,BOCL N2706-R,,,,,,,,,,2025-06-20 13:55:35
3055,84522,BOCL N2606-R,,,,,,,,,,2025-06-20 13:55:35
3056,84521,YB EIIG B2706-R,,,,,,,,,,2025-06-20 13:55:35
3057,84520,FJJJ B2706-R,,,,,,,,,,2025-06-20 13:55:35
3058,84519,ZIBO CT B2706-R,,,,,,,,,,2025-06-20 13:55:35
3059,84518,AIRAUTH N3406-R,,,,,,,,,,2025-06-20 13:55:35
3060,84517,QZ UC B2705-R,,,,,,,,,,2025-06-20 13:55:35
3061,84516,CHIBI B2705-R,,,,,,,,,,2025-06-20 13:55:35
3062,84515,ICBC N2705-R,,,,,,,,,,2025-06-20 13:55:35
3063,84514,SY CSC B2705-R,,,,,,,,,,2025-06-20 13:55:35
3064,84513,CDDJHT B2605-R,,,,,,,,,,2025-06-20 13:55:35
3065,84512,CEBHK N2605-R,,,,,,,,,,2025-06-20 13:55:35
3066,84511,JS ZY B2705B-R,,,,,,,,,,2025-06-20 13:55:35
3067,84510,JS ZY B2705-R,,,,,,,,,,2025-06-20 13:55:35
3068,84509,CDB N2904-R,,,,,,,,,,2025-06-20 13:55:35
3069,84508,CDB N2704-R,,,,,,,,,,2025-06-20 13:55:35
3070,84507,ZIBO CT B2704-R,,,,,,,,,,2025-06-20 13:55:35
3071,84506,NEWHOPE B2704-R,,,,,,,,,,2025-06-20 13:55:35
3072,84505,CHIBI B2703-R,,,,,,,,,,2025-06-20 13:55:35
3073,84504,MY SCI B2703-R,,,,,,,,,,2025-06-20 13:55:35
3074,84503,HB INV B2702-R,,,,,,,,,,2025-06-20 13:55:35
3075,84502,YIDU SO B2603-R,,,,,,,,,,2025-06-20 13:55:35
3076,84500,MM PORT B2703-R,,,,,,,,,,2025-06-20 13:55:35
3077,84499,VERTEX B2703-R,,,,,,,,,,2025-06-20 13:55:35
3078,84497,HTUTB N2703-R,,,,,,,,,,2025-06-20 13:55:35
3079,84496,TS CT N2703-R,,,,,,,,,,2025-06-20 13:55:35
3080,84494,CDUDG B2703-R,,,,,,,,,,2025-06-20 13:55:35
3081,84493,CQ XSQ B2603-R,,,,,,,,,,2025-06-20 13:55:35
3082,84492,CMBC N2603-R,,,,,,,,,,2025-06-20 13:55:35
3083,84491,ZJ ICI B2703-R,,,,,,,,,,2025-06-20 13:55:35
