序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
3084,84490,HT FN N2703-R,,,,,,,,,,2025-06-20 13:55:35
3085,84489,YB INTL B2702-R,,,,,,,,,,2025-06-20 13:55:35
3086,84488,HKGB GR 2602-R,,,,,,,,,,2025-06-20 13:55:35
3087,84487,SMCTCD B2702-R,,,,,,,,,,2025-06-20 13:55:35
3088,84486,MY SCI B2702-R,,,,,,,,,,2025-06-20 13:55:35
3089,84485,CNPCGLB B2601-R,,,,,,,,,,2025-06-20 13:55:35
3090,84484,LC OVS B2701-R,,,,,,,,,,2025-06-20 13:55:35
3091,84483,DJY UR B2701-R,,,,,,,,,,2025-06-20 13:55:35
3092,84482,YZLL B2701-R,,,,,,,,,,2025-06-20 13:55:35
3093,84481,ZIBO CT B2701-R,,,,,,,,,,2025-06-20 13:55:35
3094,84480,MY SCI B2701-R,,,,,,,,,,2025-06-20 13:55:35
3095,84479,PT CPZ B2612B-R,,,,,,,,,,2025-06-20 13:55:35
3096,84478,LT OVS B2601-R,,,,,,,,,,2025-06-20 13:55:35
3097,84477,SMCTCD B2701-R,,,,,,,,,,2025-06-20 13:55:35
3098,84476,CDUDG B2612-R,,,,,,,,,,2025-06-20 13:55:35
3099,84475,NEWHOPE B2612-R,,,,,,,,,,2025-06-20 13:55:35
3100,84474,CDXJ B2612-R,,,,,,,,,,2025-06-20 13:55:35
3101,84473,LC OVS B2612-R,,,,,,,,,,2025-06-20 13:55:35
3102,84472,CQWSIP B2612B-R,,,,,,,,,,2025-06-20 13:55:35
3103,84470,PT CPZ B2612-R,,,,,,,,,,2025-06-20 13:55:35
3104,84469,FJZC B2612-R,,,,,,,,,,2025-06-20 13:55:35
3105,84468,YB INTL B2612-R,,,,,,,,,,2025-06-20 13:55:35
3106,84467,YC SOEI B2612-R,,,,,,,,,,2025-06-20 13:55:35
3107,84466,JDZHS B2611-R,,,,,,,,,,2025-06-20 13:55:35
3108,84465,CQWS IP B2612-R,,,,,,,,,,2025-06-20 13:55:35
3109,84464,CQ XSQ B2611-R,,,,,,,,,,2025-06-20 13:55:35
3110,84463,DJY UR B2611-R,,,,,,,,,,2025-06-20 13:55:35
3111,84461,ICBC N2510-R,,,,,,,,,,2025-06-20 13:55:35
3112,84460,JX CID B2610-R,,,,,,,,,,2025-06-20 13:55:35
3113,84459,BOCL N2510-R,,,,,,,,,,2025-06-20 13:55:35
3114,84458,JY SAHG B2610-R,,,,,,,,,,2025-06-20 13:55:35
3115,84457,MTRC N2810-R,,,,,,,,,,2025-06-20 13:55:35
3116,84456,CHENGDA B2610-R,,,,,,,,,,2025-06-20 13:55:35
3117,84455,SX XXFX B2609-R,,,,,,,,,,2025-06-20 13:55:35
3118,84454,GSHA TO B2609-R,,,,,,,,,,2025-06-20 13:55:35
3119,84453,JZBD B2609-R,,,,,,,,,,2025-06-20 13:55:35
3120,84452,HN GOVT B2809-R,,,,,,,,,,2025-06-20 13:55:35
3121,84451,HN GOVT B2609-R,,,,,,,,,,2025-06-20 13:55:35
3122,84450,HN GOVT B2509-R,,,,,,,,,,2025-06-20 13:55:35
3123,84449,BOCL N2609-R,,,,,,,,,,2025-06-20 13:55:35
3124,84448,ZIBO CJ B2609-R,,,,,,,,,,2025-06-20 13:55:35
3125,84447,CMSI GE N2609-R,,,,,,,,,,2025-06-20 13:55:35
3126,84446,CEBHK N2509-R,,,,,,,,,,2025-06-20 13:55:35
3127,84445,HKMC N2609-R,,,,,,,,130000.0,13216320.0,2025-06-20 13:55:35
3128,84443,SZ GOVT B2809-R,,,,,,,,,,2025-06-20 13:55:35
3129,84442,SZ GOVT B2609-R,,,,,,,,,,2025-06-20 13:55:35
3130,84441,SZ GOVT B2509-R,,,,,,,,,,2025-06-20 13:55:35
3131,84440,PZHCTG B2608-R,,,,,,,,,,2025-06-20 13:55:35
3132,84439,SD COM B2608-R,,,,,,,,,,2025-06-20 13:55:35
3133,84438,MC DZXI B2608-R,,,,,,,,,,2025-06-20 13:55:35
3134,84437,SP MTNF N2807-R,,,,,,,,,,2025-06-20 13:55:35
3135,84436,SP MTNF N2507-R,,,,,,,,,,2025-06-20 13:55:35
3136,84435,CSI MTN N2607-R,,,,,,,,,,2025-06-20 13:55:35
3137,84434,HKGB GR 3306-R,,,,,,,,,,2025-06-20 13:55:35
3138,84433,HKGB GR 2806-R,,,,,,,,125000.0,13008375.0,2025-06-20 13:55:35
3139,84429,HT FN N2605-R,,,,,,,,,,2025-06-20 13:55:35
3140,84428,CSCIF A N2604-R,,,,,,,,,,2025-06-20 13:55:35
3141,84418,HKGB GR 2801-R,,,,,,,,,,2025-06-20 13:55:35
3142,84415,SZ GOVT B2711-R,,,,,,,,,,2025-06-20 13:55:35
3143,84414,SZ GOVT B2511-R,,,,,,,,,,2025-06-20 13:55:35
3144,84412,HN GOVT B2511-R,,,,,,,,,,2025-06-20 13:55:35
3145,84410,HN GOVT B2711-R,,,,,,,,,,2025-06-20 13:55:35
3146,84409,HKMC N2510-R,,,,,,,,,,2025-06-20 13:55:35
3147,84408,MTRC N2510-R,,,,,,,,,,2025-06-20 13:55:35
3148,84407,PIONREW B2509-R,,,,,,,,,,2025-06-20 13:55:35
3149,84405,BOCL N2508-R,,,,,,,,,,2025-06-20 13:55:35
3150,84404,CDB N2707-R,,,,,,,,,,2025-06-20 13:55:35
3151,83130,恒生沪深三百-R,,,,,,,19.95,,,2025-06-20 13:55:35
3152,40940,SINOCHEM N2511,,,,,,,,,,2025-06-20 13:55:35
3153,40939,SINOCHEM N2611,,,,,,,,,,2025-06-20 13:55:35
3154,40935,YUEYANG B2611,,,,,,,,,,2025-06-20 13:55:35
3155,40932,SY UCHK B2611,,,,,,,,,,2025-06-20 13:55:35
3156,40931,RONGSHI N2611,,,,,,,,,,2025-06-20 13:55:35
3157,40930,CGWIH V B2611,,,,,,,,,,2025-06-20 13:55:35
3158,40926,EVE BT B2611,,,,,,,,,,2025-06-20 13:55:35
3159,40922,SF HLDG N3111,,,,,,,,,,2025-06-20 13:55:35
3160,40921,SF HLDG N2811,,,,,,,,,,2025-06-20 13:55:35
3161,40920,SF HLDG N2611,,,,,,,,,,2025-06-20 13:55:35
3162,40910,AMIPEACE N2611,,,,,,,,,,2025-06-20 13:55:35
3163,40908,YCIC IHK N2611,,,,,,,,,,2025-06-20 13:55:35
3164,40905,ICBCIL FN N2611,,,,,,,,,,2025-06-20 13:55:35
3165,40903,DAHSING B N3111,,,,,,,,,,2025-06-20 13:55:35
3166,40900,HCG N2610,,,,,,,,,,2025-06-20 13:55:35
3167,40898,ICBC N2512,,,,,,,,,,2025-06-20 13:55:35
3168,40895,ICBC N2610,,,,,,,,,,2025-06-20 13:55:35
3169,40890,HNXJ NAD B2610,,,,,,,,,,2025-06-20 13:55:35
3170,40889,HUALU INT B2610,,,,,,,,,,2025-06-20 13:55:35
3171,40887,FE HORI N2610,,,,,,,,,,2025-06-20 13:55:35
3172,40886,CDHT INV N2610,,,,,,,,,,2025-06-20 13:55:35
3173,40882,AIA GRP SDS5110,,,,,,,,,,2025-06-20 13:55:35
3174,40878,20211WST N5304,,,,,,,,,,2025-06-20 13:55:35
3175,40875,XINGCHENG N2610,,,,,,,,,,2025-06-20 13:55:35
3176,40872,PANTHER GSPCSB,,,,,,,,,,2025-06-20 13:55:35
3177,40870,SE GLOBAL N2609,,,,,,,,,,2025-06-20 13:55:35
3178,40864,ICBC UCB,,,,,,,,20000.0,1963200.0,2025-06-20 13:55:35
3179,40857,SINOCHEM N3109,,,,,,,,,,2025-06-20 13:55:35
3180,40856,SINOCHEM N2609,,,,,,,,,,2025-06-20 13:55:35
3181,40854,SANDS N3108,,,,,,,,,,2025-06-20 13:55:35
3182,40853,SANDS N2903,,,,,,,,,,2025-06-20 13:55:35
3183,40852,SANDS N2703,,,,,,,,,,2025-06-20 13:55:35
3184,40851,EHI CAR N2609,,,,,,,,,,2025-06-20 13:55:35
3185,40850,PF PT V N2509,,,,,,,,,,2025-06-20 13:55:35
3186,40849,GZ METRO N2609,,,,,,,,,,2025-06-20 13:55:35
3187,40841,CMB ILM N2609,,,,,,,,,,2025-06-20 13:55:35
3188,40838,CCBL1CORP N2609,,,,,,,,,,2025-06-20 13:55:35
3189,40835,AIA GRP SDS3309,,,,,,,,,,2025-06-20 13:55:35
3190,40833,CON RD B2609,,,,,,,,,,2025-06-20 13:55:35
3191,40831,SHK&CO N2609,,,,,,,,,,2025-06-20 13:55:35
3192,40829,STATEGRI N2609,,,,,,,,,,2025-06-20 13:55:35
3193,40823,INVENTIVE N2609,,,,,,,,,,2025-06-20 13:55:35
3194,40817,SDG FIN B2608,,,,,,,,,,2025-06-20 13:55:35
3195,40815,ANHUI THG B2608,,,,,,,,,,2025-06-20 13:55:35
3196,40814,BAIDU N2702,,,,,,,,,,2025-06-20 13:55:35
3197,40813,BAIDU N3108,,,,,,,,,,2025-06-20 13:55:35
3198,40810,PCGI III N2608,,,,,,,,,,2025-06-20 13:55:35
3199,40809,YLDKING N2608,,,,,,,,,,2025-06-20 13:55:35
3200,40807,SX CD B2608,,,,,,,,,,2025-06-20 13:55:35
3201,40793,ICBCIL FN N3108,,,,,,,,,,2025-06-20 13:55:35
3202,40792,ICBCIL FN N2608,,,,,,,,,,2025-06-20 13:55:35
3203,40790,CNCB INTL UCS C,,,,,,,,,,2025-06-20 13:55:35
3204,40789,CKI FIN GPCSB,,,,,,,,,,2025-06-20 13:55:35
3205,40786,PINGAN RE N2607,,,,,,,,,,2025-06-20 13:55:35
3206,40784,CHALCOHKI B2607,,,,,,,,,,2025-06-20 13:55:35
3207,40782,LAI SUN N2607,,,,,,,,,,2025-06-20 13:55:35
3208,40780,VERTEX B2607,,,,,,,,,,2025-06-20 13:55:35
3209,40778,CSSC B2607,,,,,,,,,,2025-06-20 13:55:35
3210,40772,CLP-PF N3107B,,,,,,,,,,2025-06-20 13:55:35
3211,40771,CLP-PF N3107,,,,,,,,,,2025-06-20 13:55:35
3212,40770,CCBL1CORP N2607,,,,,,,,,,2025-06-20 13:55:35
3213,40768,EXP LEAD B2607,,,,,,,,,,2025-06-20 13:55:35
3214,40767,ZJ EN INT N2607,,,,,,,,,,2025-06-20 13:55:35
3215,40766,SWHY INTL B2607,,,,,,,,,,2025-06-20 13:55:35
3216,40765,CHMOD DA B2607,,,,,,,,,,2025-06-20 13:55:35
3217,40764,XIAOMI BT B5107,,,,,,,,,,2025-06-20 13:55:35
3218,40763,XIAOMI BT B3107,,,,,,,,,,2025-06-20 13:55:35
3219,40762,BRT GAL B2607,,,,,,,,,,2025-06-20 13:55:35
3220,40761,ZHEJIANG B2607,,,,,,,,,,2025-06-20 13:55:35
3221,40756,WESTCHINA N2607,,,,,,,,,,2025-06-20 13:55:35
3222,40754,LOGAN GRP N2607,,,,,,,,,,2025-06-20 13:55:35
3223,40752,SZEXP B2607,,,,,,,,,,2025-06-20 13:55:35
3224,40751,BOCOM(HK) B3107,,,,,,,,,,2025-06-20 13:55:35
3225,40747,ZY ZHICH B2607,,,,,,,,,,2025-06-20 13:55:35
3226,40745,CK PPT FN N2606,,,,,,,,,,2025-06-20 13:55:35
3227,40743,BCEG HK B2607,,,,,,,,,,2025-06-20 13:55:35
3228,40742,NWD (MTN) N5106,,,,,,,,,,2025-06-20 13:55:35
3229,40738,HZ FUYANG B2606,,,,,,,,,,2025-06-20 13:55:35
3230,40737,BOCOMI N2606,,,,,,,,,,2025-06-20 13:55:35
3231,40731,LS FIN B2606,,,,,,,,5000.0,419750.0,2025-06-20 13:55:35
3232,40728,AGRBK N2606,,,,,,,,,,2025-06-20 13:55:35
3233,40722,UNI TREK B2606,,,,,,,,,,2025-06-20 13:55:35
3234,40721,AIA GROUP RSPSB,,,,,,,,,,2025-06-20 13:55:35
3235,40712,CSC FIN SGPSB,,,,,,,,,,2025-06-20 13:55:35
3236,40711,NWD FIN GSPCSD,,,,,,,,,,2025-06-20 13:55:35
3237,40706,CHALCO CH B2606,,,,,,,,,,2025-06-20 13:55:35
3238,40704,SFG INTL B2606,,,,,,,,,,2025-06-20 13:55:35
3239,40700,AAC N3106,,,,,,,,,,2025-06-20 13:55:35
3240,40699,AAC N2606,,,,,,,,,,2025-06-20 13:55:35
3241,40698,CKI FIN GPCS,,,,,,,,,,2025-06-20 13:55:35
3242,40694,GUOREN N2606,,,,,,,,,,2025-06-20 13:55:35
3243,40691,CLP-PF N3605,,,,,,,,,,2025-06-20 13:55:35
3244,40688,HTISEC B2605,,,,,,,,,,2025-06-20 13:55:35
3245,40687,CRCC HA N2605B,,,,,,,,,,2025-06-20 13:55:35
3246,40686,CRCC HA N2605,,,,,,,,,,2025-06-20 13:55:35
3247,40685,CP MTN N2608,,,,,,,,,,2025-06-20 13:55:35
3248,40683,KWG GROUP N2608,,,,,,,,,,2025-06-20 13:55:35
3249,40682,CIFI HLDG N2805,,,,,,,,,,2025-06-20 13:55:35
3250,40681,CIFI HLDG N2608,,,,,,,,,,2025-06-20 13:55:35
3251,40678,ENN CE N2605,,,,,,,,,,2025-06-20 13:55:35
3252,40676,TAL Y IN B3105,,,,,,,,,,2025-06-20 13:55:35
3253,40675,TAL Y IN B2605,,,,,,,,,,2025-06-20 13:55:35
3254,40672,PETRONAS N6104,,,,,,,,,,2025-06-20 13:55:35
3255,40671,PETRONAS N3201,,,,,,,,,,2025-06-20 13:55:35
3256,40667,BOCL N2604,,,,,,,,,,2025-06-20 13:55:35
3257,40664,HYD INTL B2604,,,,,,,,,,2025-06-20 13:55:35
3258,40663,MYS WSB C5104,,,,,,,,,,2025-06-20 13:55:35
3259,40662,MYS WSB C3104,,,,,,,,,,2025-06-20 13:55:35
3260,40661,MEITUAN B2804,,,,,,,,,,2025-06-20 13:55:35
3261,40660,MEITUAN B2704,,,,,,,,,,2025-06-20 13:55:35
3262,40658,TENCENT N6104,,,,,,,,,,2025-06-20 13:55:35
3263,40657,TENCENT N5104,,,,,,,,,,2025-06-20 13:55:35
3264,40656,TENCENT N4104,,,,,,,,,,2025-06-20 13:55:35
3265,40655,TENCENT N3104,,,,,,,,,,2025-06-20 13:55:35
3266,40651,CCB N2604,,,,,,,,,,2025-06-20 13:55:35
3267,40649,GTJA HOLD N2604,,,,,,,,,,2025-06-20 13:55:35
3268,40645,CDJZ FIN N2604,,,,,,,,,,2025-06-20 13:55:35
3269,40644,PION REW B2604,,,,,,,,,,2025-06-20 13:55:35
3270,40642,LOGAN GRP N2507,,,,,,,,,,2025-06-20 13:55:35
3271,40641,FRANSHION N2604,,,,,,,,,,2025-06-20 13:55:35
3272,40640,SI FA INV B2604,,,,,,,,,,2025-06-20 13:55:35
3273,40639,AIA GROUP RSPS,,,,,,,,,,2025-06-20 13:55:35
3274,40635,PWRCN RB SGPS,,,,,,,,,,2025-06-20 13:55:35
3275,40634,MGM CHINA N2702,,,,,,,,,,2025-06-20 13:55:35
3276,40632,SCI HK N2603,,,,,,,,,,2025-06-20 13:55:35
3277,40629,GLP HOLD N2603,,,,,,,,,,2025-06-20 13:55:35
3278,40625,PETRONAS N2803,,,,,,,,,,2025-06-20 13:55:35
3279,40622,YAN GANG B2603,,,,,,,,,,2025-06-20 13:55:35
3280,40618,SXSY CIO N2603,,,,,,,,,,2025-06-20 13:55:35
3281,40614,ZJ SP B2603,,,,,,,,,,2025-06-20 13:55:35
3282,40609,HLP FIN N2703,,,,,,,,,,2025-06-20 13:55:35
3283,40605,GUOTAI JA N2603,,,,,,,,,,2025-06-20 13:55:35
3284,40604,CAPCO FC N3103,,,,,,,,,,2025-06-20 13:55:35
3285,40603,CDBL FND2 N2603,,,,,,,,,,2025-06-20 13:55:35
3286,40600,TEQU MF B2603,,,,,,,,,,2025-06-20 13:55:35
3287,40596,BLUE BR B2602,,,,,,,,,,2025-06-20 13:55:35
3288,40592,COGO FIN N2602,,,,,,,,,,2025-06-20 13:55:35
3289,40590,CHINA SCE N2602,,,,,,,,,,2025-06-20 13:55:35
3290,40589,CMB ILM N3102,,,,,,,,,,2025-06-20 13:55:35
3291,40588,CMB ILM N2602,,,,,,,,,,2025-06-20 13:55:35
3292,40586,HLP FIN N2702,,,,,,,,,,2025-06-20 13:55:35
3293,40585,SANDS N3006A,,,,,,,,,,2025-06-20 13:55:35
3294,40584,SANDS N2601A,,,,,,,,,,2025-06-20 13:55:35
3295,40582,AIR AUTH N5102,,,,,,,,,,2025-06-20 13:55:35
3296,40581,AIR AUTH N3102,,,,,,,,,,2025-06-20 13:55:35
3297,40580,CPFIN III B2602,,,,,,,,,,2025-06-20 13:55:35
3298,40579,CITBK N2602,,,,,,,,,,2025-06-20 13:55:35
3299,40577,YX REIT N2602,,,,,,,,,,2025-06-20 13:55:35
3300,40572,ZHENROPPT N2608,,,,,,,,,,2025-06-20 13:55:35
3301,40562,CICC16MTN N2601,,,,,,,,,,2025-06-20 13:55:35
3302,40560,CHAM PATH N2801,,,,,,,,,,2025-06-20 13:55:35
3303,40559,CHAM PATH N2601,,,,,,,,,,2025-06-20 13:55:35
3304,40551,WHEEL MTN N2601,,,,,,,,,,2025-06-20 13:55:35
3305,40550,XINGCHENG N2601,,,,,,,,,,2025-06-20 13:55:35
3306,40548,WESTWOOD N3101,,,,,,,,,,2025-06-20 13:55:35
3307,40547,WESTWOOD N2601,,,,,,,,,,2025-06-20 13:55:35
3308,40546,HSPHARM B2601,,,,,,,,,,2025-06-20 13:55:35
3309,40544,CHGHK TM B3101,,,,,,,,,,2025-06-20 13:55:35
3310,40543,CHGHK TM B2601,,,,,,,,,,2025-06-20 13:55:35
3311,40542,CINDA20 N3101,,,,,,,,,,2025-06-20 13:55:35
3312,40541,CINDA20 N2801,,,,,,,,,,2025-06-20 13:55:35
3313,40540,CINDA20 N2601,,,,,,,,,,2025-06-20 13:55:35
3314,40538,AGRBK N2601,,,,,,,,,,2025-06-20 13:55:35
3315,40534,NWD (MTN) N3101,,,,,,,,,,2025-06-20 13:55:35
3316,40530,HAIDILAO N2601,,,,,,,,,,2025-06-20 13:55:35
3317,40529,ZS GROUP B2601,,,,,,,,,,2025-06-20 13:55:35
3318,40528,TIMES CHN N2701,,,,,,,,,,2025-06-20 13:55:35
3319,40527,LOGAN GRP N2801,,,,,,,,,,2025-06-20 13:55:35
3320,40526,ZHEJIANG B2601,,,,,,,,,,2025-06-20 13:55:35
3321,40522,SINOPEC N5101,,,,,,,,,,2025-06-20 13:55:35
3322,40521,SINOPEC N3101,,,,,,,,,,2025-06-20 13:55:35
3323,40520,SINOPEC N2601,,,,,,,,,,2025-06-20 13:55:35
3324,40519,CIFI HLDG N2704,,,,,,,,,,2025-06-20 13:55:35
3325,40518,STANC PSCCSF,,,,,,,,,,2025-06-20 13:55:35
3326,40517,YUZHOU N2701,,,,,,,,,,2025-06-20 13:55:35
3327,40516,ZHENROPPT N2601,,,,,,,,,,2025-06-20 13:55:35
3328,40512,PANTHER GSPCSA,,,,,,,,,,2025-06-20 13:55:35
3329,40511,XIAOMI BT B2712,,,,,,,,,,2025-06-20 13:55:35
3330,40508,LOGAN GRP N2612,,,,,,,,,,2025-06-20 13:55:35
3331,40504,NWD FIN GSPCSC,,,,,,,,,,2025-06-20 13:55:35
3332,40503,CHGHK TM GPSB,,,,,,,,,,2025-06-20 13:55:35
3333,40501,AIR AUTH SPCSB,,,,,,,,,,2025-06-20 13:55:35
3334,40500,AIR AUTH SPCSA,,,,,,,,,,2025-06-20 13:55:35
3335,40499,UETD CD N2701,,,,,,,,,,2025-06-20 13:55:35
3336,40493,CN GZB GP SGPS,,,,,,,,,,2025-06-20 13:55:35
3337,40475,BOCOM UCB,,,,,,,,,,2025-06-20 13:55:35
3338,40471,YILI HI B2511,,,,,,,,,,2025-06-20 13:55:35
3339,40468,JOY TREA B3011,,,,,,,,,,2025-06-20 13:55:35
3340,40467,JOY TREA B2511,,,,,,,,,,2025-06-20 13:55:35
3341,40465,KWG GROUP N2602,,,,,,,,,,2025-06-20 13:55:35
3342,40464,CIFI HLDG N2605,,,,,,,,,,2025-06-20 13:55:35
3343,40459,RONGSHI N2511,,,,,,,,,,2025-06-20 13:55:35
3344,40455,HF20 I B2511,,,,,,,,,,2025-06-20 13:55:35
3345,40454,LENOVO N3011,,,,,,,,,,2025-06-20 13:55:35
3346,40452,POLY PROP N2511,,,,,,,,2000.0,198000.0,2025-06-20 13:55:35
3347,40445,SINOCHEM N2510,,,,,,,,,,2025-06-20 13:55:35
3348,40443,WENS FOOD N3010,,,,,,,,,,2025-06-20 13:55:35
3349,40442,WENS FOOD N2510,,,,,,,,,,2025-06-20 13:55:35
3350,40440,HUBEI S&T B2510,,,,,,,,,,2025-06-20 13:55:35
3351,40438,SINO TREN B2510,,,,,,,,,,2025-06-20 13:55:35
3352,40437,PEAK RE PSGCS,,,,,,,,,,2025-06-20 13:55:35
3353,40435,MEITUAN N3010,,,,,,,,,,2025-06-20 13:55:35
3354,40434,MEITUAN N2510,,,,,,,,,,2025-06-20 13:55:35
3355,40433,CDB N3010,,,,,,,,,,2025-06-20 13:55:35
3356,40432,CDB N2510,,,,,,,,,,2025-06-20 13:55:35
3357,40427,BLOSSOM SGPS,,,,,,,,,,2025-06-20 13:55:35
3358,40426,BLOSSOM N3010,,,,,,,,,,2025-06-20 13:55:35
3359,40425,AGRBK N2510,,,,,,,,,,2025-06-20 13:55:35
3360,40420,AMIPEACE N3010,,,,,,,,,,2025-06-20 13:55:35
3361,40419,AMIPEACE N2510,,,,,,,,,,2025-06-20 13:55:35
3362,40415,BEA UCS D,,,,,,,,3000.0,299400.0,2025-06-20 13:55:35
3363,40414,OCEAN LR B2510,,,,,,,,,,2025-06-20 13:55:35
3364,40411,LOGAN GRP N2510,,,,,,,,,,2025-06-20 13:55:35
3365,40409,CMHI FIN GSPSB,,,,,,,,,,2025-06-20 13:55:35
3366,40405,CFAMC IV SGPS,,,,,,,,,,2025-06-20 13:55:35
3367,40404,CFAMC IV N3009,,,,,,,,,,2025-06-20 13:55:35
3368,40402,CCBL1CORP N3009,,,,,,,,,,2025-06-20 13:55:35
3369,40401,CCBL1CORP N2509,,,,,,,,,,2025-06-20 13:55:35
3370,40399,CDB LEAS B3009,,,,,,,,,,2025-06-20 13:55:35
3371,40396,DJ HAIYU SGPSA,,,,,,,,,,2025-06-20 13:55:35
3372,40390,TAL Y(E) B2509,,,,,,,,,,2025-06-20 13:55:35
3373,40389,TIMES CHN N2603,,,,,,,,,,2025-06-20 13:55:35
3374,40387,HN WCI B2509,,,,,,,,,,2025-06-20 13:55:35
3375,40384,AIA GRP T2S4009,,,,,,,,,,2025-06-20 13:55:35
3376,40383,ENNENERGY N3009,,,,,,,,,,2025-06-20 13:55:35
3377,40382,CON RD B3009,,,,,,,,,,2025-06-20 13:55:35
3378,40381,CON RD B2509,,,,,,,,560000.0,55636000.0,2025-06-20 13:55:35
3379,40380,GZ METRO N3009,,,,,,,,,,2025-06-20 13:55:35
3380,40379,GZ METRO N2509,,,,,,,,,,2025-06-20 13:55:35
3381,40378,PANTHER GSPCS,,,,,,,,,,2025-06-20 13:55:35
3382,40373,FPC RES B2709,,,,,,,,,,2025-06-20 13:55:35
3383,40372,BOCOM N2509,,,,,,,,,,2025-06-20 13:55:35
3384,40370,CM BANK N2509,,,,,,,,,,2025-06-20 13:55:35
3385,40369,ZA ONLINE N2603,,,,,,,,,,2025-06-20 13:55:35
3386,40368,INVENTIVE N2509,,,,,,,,,,2025-06-20 13:55:35
3387,40366,TME N3009,,,,,,,,,,2025-06-20 13:55:35
3388,40365,TME N2509,,,,,,,,,,2025-06-20 13:55:35
3389,40364,HS TOUR B2508,,,,,,,,,,2025-06-20 13:55:35
3390,40362,GUOHUI B2508,,,,,,,,,,2025-06-20 13:55:35
3391,40361,JICZHIXIN B3008,,,,,,,,,,2025-06-20 13:55:35
3392,40360,JICZHIXIN B2508,,,,,,,,,,2025-06-20 13:55:35
3393,40359,HKE FIN N3008,,,,,,,,,,2025-06-20 13:55:35
3394,40357,WYNN MAC N2808,,,,,,,,,,2025-06-20 13:55:35
3395,40354,ICBCIL FN N2508,,,,,,,,,,2025-06-20 13:55:35
3396,40353,EL GLO SGPCSA,,,,,,,,,,2025-06-20 13:55:35
3397,40350,CGWIH V B3008,,,,,,,,,,2025-06-20 13:55:35
3398,40349,MTR CORP N3008,,,,,,,,,,2025-06-20 13:55:35
3399,40347,YD HOLD N2508,,,,,,,,,,2025-06-20 13:55:35
3400,40343,YUZHOU N2608,,,,,,,,,,2025-06-20 13:55:35
3401,40342,CMB ILM N3008,,,,,,,,,,2025-06-20 13:55:35
3402,40341,CMB ILM N2508,,,,,,,,,,2025-06-20 13:55:35
3403,40338,KWG GROUP N2508,,,,,,,,,,2025-06-20 13:55:35
3404,40335,STATEGRI N3008,,,,,,,,,,2025-06-20 13:55:35
3405,40334,STATEGRI N2508,,,,,,,,,,2025-06-20 13:55:35
3406,40333,CCB N2508,,,,,,,,,,2025-06-20 13:55:35
3407,40330,CSCIF A N2508,,,,,,,,,,2025-06-20 13:55:35
3408,40329,CH BANK NCSCSB,,,,,,,,,,2025-06-20 13:55:35
3409,40324,SPIC MTN N2507,,,,,,,,,,2025-06-20 13:55:35
3410,40323,HORSE GAL N2507,,,,,,,,,,2025-06-20 13:55:35
3411,40321,GRNL GLB N3101,,,,,,,,,,2025-06-20 13:55:35
3412,40320,GRNL GLB N2904,,,,,,,,,,2025-06-20 13:55:35
3413,40319,GHKF N3007,,,,,,,,,,2025-06-20 13:55:35
3414,40317,CCBL1CORP N2507,,,,,,,,,,2025-06-20 13:55:35
3415,40316,CIFI HLDG N2510,,,,,,,,,,2025-06-20 13:55:35
3416,40315,BOCOM N2507,,,,,,,,,,2025-06-20 13:55:35
3417,40311,ICBC(HK) N2507,,,,,,,,,,2025-06-20 13:55:35
3418,40309,HFI INTL B2507,,,,,,,,,,2025-06-20 13:55:35
3419,40307,AIR AUTH N2707,,,,,,,,,,2025-06-20 13:55:35
3420,40302,BOCOM LM N2507,,,,,,,,,,2025-06-20 13:55:35
3421,40300,GREENTOWN N2507,,,,,,,,,,2025-06-20 13:55:35
3422,40299,SHA PG B3007,,,,,,,,,,2025-06-20 13:55:35
3423,40298,SHA PG B2507,,,,,,,,,,2025-06-20 13:55:35
3424,40296,TIMES CHN N2507,,,,,,,,,,2025-06-20 13:55:35
3425,40295,UNI TREK B2507,,,,,,,,,,2025-06-20 13:55:35
3426,40292,EDU TECH B2507,,,,,,,,,,2025-06-20 13:55:35
3427,40290,CLP-PF N3506,,,,,,,,,,2025-06-20 13:55:35
3428,40289,CLP-PF N3006,,,,,,,,,,2025-06-20 13:55:35
3429,40287,RUDONGJX B2701B,,,,,,,,,,2025-06-20 13:55:35
3430,40286,RUDONG JX B2701,,,,,,,,,,2025-06-20 13:55:35
3431,40284,CCB B3006,,,,,,,,,,2025-06-20 13:55:35
3432,40279,BOCL N2506A,,,,,,,,,,2025-06-20 13:55:35
3433,40278,COSL SG N3006,,,,,,,,,,2025-06-20 13:55:35
3434,40277,COSL SG N2506,,,,,,,,,,2025-06-20 13:55:35
3435,40276,STANC PSCCSE,,,,,,,,,,2025-06-20 13:55:35
3436,40272,CXSOA B2612,,,,,,,,,,2025-06-20 13:55:35
3437,40271,CNPC GLB B3006,,,,,,,,,,2025-06-20 13:55:35
3438,40270,CNPC GLB B2506,,,,,,,,,,2025-06-20 13:55:35
3439,40268,HENGJIAN B2506,,,,,,,,,,2025-06-20 13:55:35
3440,40262,NWD FIN GSPCSB,,,,,,,,,,2025-06-20 13:55:35
3441,40261,CHD OVS SGPS,,,,,,,,,,2025-06-20 13:55:35
3442,40260,CAPCO FC N3006,,,,,,,,,,2025-06-20 13:55:35
