序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
122,300587,天铁科技,6.97,5.13,0.34,477577.0,331439163.83,7.69,7.04,6.53,6.57,6.63,1.87,4.67,220.5,3.29,9048933515.0,7123465251.0,0.0,0.0,46.43,58.77,2025-06-20 13:55:29
123,688383,新益昌,50.44,5.11,2.45,17616.0,88424484.0,5.77,51.4,48.63,48.88,47.99,1.55,1.72,110.11,3.71,5151618784.0,5151618784.0,0.2,0.44,5.97,12.41,2025-06-20 13:55:29
124,300490,华自科技,8.44,5.11,0.41,309660.0,265301607.13,9.84,8.89,8.1,8.16,8.03,4.09,7.87,-11.73,1.45,3364780489.0,3319119565.0,0.0,0.24,-2.99,7.11,2025-06-20 13:55:29
125,300057,万顺新材,5.16,5.09,0.25,454373.0,232669720.44,6.11,5.19,4.89,4.9,4.91,3.32,6.34,-172.72,0.88,4589552697.0,3698960046.0,-0.19,0.0,-5.32,7.28,2025-06-20 13:55:29
126,301389,隆扬电子,24.46,5.07,1.18,182743.0,437703884.86,8.42,24.86,22.9,23.35,23.28,2.48,22.26,56.51,3.18,6934410000.0,2007604570.0,-0.24,-0.53,3.82,48.51,2025-06-20 13:55:29
127,839680,*ST广道,3.11,5.07,0.15,66871.0,20859686.92,7.77,3.21,2.98,3.0,2.96,1.39,14.26,-8.55,3.18,208369689.0,145838300.0,0.0,-0.32,-83.54,-78.96,2025-06-20 13:55:29
128,600326,西藏天路,8.12,5.05,0.39,852100.0,691057086.0,5.56,8.26,7.83,7.83,7.73,1.07,6.44,-21.66,2.9,10745547166.0,10738637882.0,-0.12,-0.12,22.47,25.7,2025-06-20 13:55:29
129,873152,天宏锂电,18.32,5.05,0.88,72952.0,133364182.69,10.03,18.95,17.2,17.35,17.44,3.03,10.69,155.77,7.22,1880560183.0,1249996298.0,0.16,0.05,2.4,22.79,2025-06-20 13:55:29
130,300720,海川智能,21.48,5.04,1.03,55325.0,117196147.9,11.93,22.3,19.86,20.57,20.45,3.31,3.19,143.59,7.4,4185963459.0,3722528055.0,0.09,-0.23,-2.63,23.38,2025-06-20 13:55:29
131,600289,*ST信通,6.47,5.03,0.31,108732.0,69106860.0,4.71,6.47,6.18,6.18,6.16,0.92,1.92,-35.68,3.33,4082906886.0,3661519765.0,0.0,0.0,-29.52,261.45,2025-06-20 13:55:29
132,603389,*ST亚振,13.98,5.03,0.67,41360.0,57084286.0,5.11,13.98,13.3,13.31,13.31,0.85,1.57,-43.09,15.74,3673272960.0,3673272960.0,0.0,0.0,154.18,128.06,2025-06-20 13:55:29
133,605298,必得科技,14.86,5.02,0.71,173758.0,261434062.0,9.33,15.57,14.25,15.57,14.15,6.65,9.41,96.62,2.8,2791451000.0,2743928720.0,-0.67,-0.73,-0.27,10.9,2025-06-20 13:55:29
134,002289,*ST宇顺,17.15,5.02,0.82,58377.0,98335856.0,7.1,17.15,15.99,16.0,16.33,1.27,2.09,1049.52,20.73,4806351521.0,4801206521.0,0.0,0.0,261.05,381.74,2025-06-20 13:55:29
135,002424,ST百灵,4.61,5.01,0.22,35965.0,16579865.0,0.0,4.61,4.61,4.61,4.39,0.35,0.3,66.64,2.01,6442928624.0,5592918900.0,0.0,0.0,8.47,19.74,2025-06-20 13:55:29
136,001296,长江材料,20.57,5.0,0.98,164188.0,336841999.57,11.03,21.5,19.34,19.59,19.59,1.89,21.36,23.17,1.78,3077088639.0,1580832043.0,-0.15,-0.24,12.22,20.15,2025-06-20 13:55:29
137,001217,华尔泰,12.0,4.99,0.57,188079.0,222921477.0,8.49,12.32,11.35,11.44,11.43,1.22,5.72,58.46,1.78,3982440000.0,3942991764.0,-0.25,-0.41,8.01,-14.47,2025-06-20 13:55:29
138,002805,丰元股份,13.7,4.98,0.65,506199.0,690634077.22,11.11,14.26,12.81,12.92,13.05,8.7,18.16,-10.67,2.37,3836856360.0,3819769857.0,-0.22,-0.22,7.03,15.13,2025-06-20 13:55:29
139,838971,天马新材,32.66,4.98,1.55,41089.0,133340481.86,7.33,33.3,31.02,31.02,31.11,2.55,4.87,882.84,7.92,3432174145.0,2754962513.0,-0.18,-0.12,-0.58,30.22,2025-06-20 13:55:29
140,301626,苏州天脉,93.33,4.96,4.41,43563.0,404333041.25,6.86,95.32,89.22,89.22,88.92,1.33,16.74,49.62,7.25,10796414400.0,2429193240.0,0.14,-0.06,7.3,0.38,2025-06-20 13:55:29
141,003017,大洋生物,28.33,4.93,1.33,154184.0,442264323.57,12.3,29.7,26.38,26.42,27.0,1.47,22.29,20.27,2.26,2379720000.0,1959259257.0,0.43,0.28,33.13,54.64,2025-06-20 13:55:29
142,600608,*ST沪科,3.84,4.92,0.18,43910.0,16585555.0,5.46,3.84,3.64,3.64,3.66,2.22,1.38,657.13,32.97,1262827933.0,1222546333.0,0.0,0.0,13.27,20.0,2025-06-20 13:55:29
143,301180,万祥科技,14.77,4.9,0.69,149147.0,226150470.45,11.79,16.29,14.63,15.2,14.08,3.17,3.73,381.01,4.52,5908147700.0,5908147700.0,-0.07,-0.14,3.58,-4.52,2025-06-20 13:55:29
144,300730,科创信息,13.5,4.9,0.63,172546.0,224100992.2,11.5,13.8,12.32,12.83,12.87,2.04,8.77,-31.68,11.47,3255375785.0,2655155052.0,-0.37,0.07,-4.8,10.93,2025-06-20 13:55:29
145,831855,浙江大农,20.96,4.9,0.98,12896.0,26525751.22,9.26,21.35,19.5,20.2,19.98,1.07,1.92,28.82,2.82,1566410660.0,1405879655.0,0.19,0.1,12.27,25.51,2025-06-20 13:55:29
146,688190,云路股份,86.26,4.89,4.02,13113.0,112277531.0,6.87,87.66,82.01,82.3,82.24,1.19,1.09,32.79,4.13,10351200000.0,10351200000.0,0.03,-0.17,-23.19,-5.59,2025-06-20 13:55:29
147,300887,谱尼测试,8.6,4.88,0.4,338608.0,287993831.89,10.85,8.9,8.01,8.09,8.2,1.12,9.35,-10.57,1.59,4693522034.0,3114896092.0,0.35,0.58,-4.97,12.57,2025-06-20 13:55:29
148,002528,ST英飞拓,3.02,4.86,0.14,221388.0,65776005.32,5.9,3.02,2.85,2.85,2.88,1.0,2.11,189.06,19.95,3619998748.0,3170216636.0,0.0,0.0,14.83,5.59,2025-06-20 13:55:29
149,301581,黄山谷捷,52.31,4.81,2.4,31226.0,164128153.0,9.26,54.3,49.68,49.68,49.91,3.12,15.61,46.94,4.28,4184800000.0,1046200000.0,0.1,-0.13,-10.92,95.19,2025-06-20 13:55:29
150,600265,ST景谷,17.29,4.79,0.79,9779.0,16756332.0,4.24,17.33,16.63,16.92,16.5,2.52,0.75,-34.54,28.23,2244242000.0,2244242000.0,-0.23,-0.17,10.83,-1.2,2025-06-20 13:55:29
151,603200,上海洗霸,37.94,4.75,1.72,159739.0,605661415.0,8.06,38.92,36.0,36.99,36.22,3.99,9.1,169.35,6.97,6657715108.0,6657715108.0,-0.03,0.05,11.07,56.91,2025-06-20 13:55:29
152,001395,亚联机械,50.29,4.73,2.27,44269.0,220045861.64,6.1,50.71,47.78,47.82,48.02,1.84,22.95,19.04,4.11,4387299600.0,970114417.0,-0.04,-0.12,21.97,163.57,2025-06-20 13:55:29
153,300022,吉峰科技,8.66,4.72,0.39,198120.0,169669132.83,6.41,8.77,8.24,8.33,8.27,1.24,4.01,245.46,7.9,4280121691.0,4280026864.0,0.0,0.0,15.93,61.27,2025-06-20 13:55:29
154,872541,铁大科技,16.9,4.71,0.76,65545.0,113569008.79,10.35,18.37,16.7,17.95,16.14,3.37,7.28,36.8,5.6,2310230000.0,1521991760.0,0.0,-0.12,16.71,41.19,2025-06-20 13:55:29
155,002199,*ST东晶,9.19,4.67,0.41,230889.0,203921844.05,9.57,9.22,8.38,8.75,8.78,1.81,9.48,-37.99,10.4,2237235316.0,2237235316.0,0.0,-0.33,54.45,22.7,2025-06-20 13:55:29
156,603615,茶花股份,21.48,4.63,0.95,62151.0,132114914.0,7.31,21.9,20.4,20.6,20.53,3.77,2.57,-879.21,4.57,5194293600.0,5194293600.0,-0.09,-0.46,-18.64,-6.12,2025-06-20 13:55:29
157,300816,艾可蓝,36.13,4.57,1.58,37556.0,134700443.0,5.79,36.61,34.61,34.61,34.55,1.34,8.24,38.97,3.42,2890400000.0,1647403243.0,-0.11,-0.52,-1.66,41.46,2025-06-20 13:55:29
158,688076,诺泰生物,37.42,4.55,1.63,132237.0,497721921.0,8.8,38.97,35.82,36.2,35.79,1.79,4.2,19.3,4.23,11780537495.0,11780537495.0,-0.03,0.0,-6.12,2.49,2025-06-20 13:55:29
159,920445,龙竹科技,10.38,4.53,0.45,26325.0,26740222.52,5.34,10.45,9.92,10.05,9.93,0.88,2.5,52.78,4.67,1525133660.0,1092627771.0,0.0,0.58,21.69,41.8,2025-06-20 13:55:29
160,300093,*ST金刚,13.27,4.49,0.57,77551.0,102405134.0,7.01,13.51,12.62,12.63,12.7,1.71,3.6,-5.68,-3.11,2866320000.0,2861765736.0,-0.15,-0.3,9.58,-3.91,2025-06-20 13:55:29
161,002052,同洲电子,9.1,4.48,0.39,398328.0,348310750.16,13.32,9.45,8.29,8.39,8.71,2.2,5.51,13.5,31.89,6788233215.0,6580069059.0,-0.11,-0.11,59.09,46.3,2025-06-20 13:55:29
162,603823,百合花,12.9,4.45,0.55,415145.0,533224631.0,6.07,13.26,12.51,12.71,12.35,2.36,10.1,29.33,2.3,5371143382.0,5302306402.0,1.42,1.42,30.83,40.98,2025-06-20 13:55:29
163,300798,锦鸡股份,9.69,4.42,0.41,514768.0,489027205.0,6.68,9.85,9.23,9.23,9.28,0.81,13.81,-159.04,2.68,4542946624.0,3612244276.0,-0.62,-0.82,-6.1,35.52,2025-06-20 13:55:29
164,300469,信息发展,29.75,4.35,1.24,81063.0,236814405.86,6.52,30.16,28.3,28.53,28.51,1.01,3.27,-93.06,16.8,7385105014.0,7384918482.0,0.17,0.1,-17.48,26.6,2025-06-20 13:55:29
165,688310,迈得医疗,14.27,4.31,0.59,48965.0,68919481.0,8.48,14.65,13.49,13.73,13.68,1.42,2.95,-54.92,3.02,2371954976.0,2371954976.0,0.21,0.21,19.51,32.13,2025-06-20 13:55:29
166,300173,福能东方,6.33,4.28,0.26,881481.0,555226616.66,8.24,6.45,5.95,5.95,6.07,2.21,12.0,205.11,4.69,4650813668.0,4650813668.0,-0.31,-0.31,-2.16,12.04,2025-06-20 13:55:29
167,601975,招商南油,3.18,4.26,0.13,4339847.0,1332407285.0,11.15,3.27,2.93,2.98,3.05,1.44,9.04,13.41,1.37,15269902551.0,15269902551.0,0.32,0.0,0.95,1.6,2025-06-20 13:55:29
168,603300,海南华铁,9.82,4.25,0.4,2521170.0,2481857583.0,12.95,10.36,9.14,9.42,9.42,3.54,12.67,25.64,3.0,19544221897.0,19544221897.0,-0.1,-0.41,-8.22,69.9,2025-06-20 13:55:29
169,002361,神剑股份,5.97,4.19,0.24,395167.0,238385152.0,4.89,6.2,5.92,6.02,5.73,2.51,4.88,119.61,2.53,5677678765.0,4830464214.0,-0.33,-0.33,-12.21,9.54,2025-06-20 13:55:29
170,003043,华亚智能,41.87,4.18,1.68,43712.0,179049306.96,5.7,42.0,39.71,40.18,40.19,1.44,5.58,81.04,3.37,5570362023.0,3279981034.0,0.26,0.22,17.05,42.61,2025-06-20 13:55:29
171,300903,科翔股份,11.05,4.15,0.44,758522.0,820418529.53,10.37,11.2,10.1,10.38,10.61,1.43,23.11,-34.44,2.52,4582373363.0,3627171727.0,0.73,1.28,29.24,38.3,2025-06-20 13:55:29
172,688375,国博电子,58.72,4.15,2.34,27708.0,159282044.0,7.15,59.65,55.62,56.25,56.38,1.38,1.04,152.08,5.83,34997994928.0,15588536157.0,0.03,-0.22,9.04,19.93,2025-06-20 13:55:29
173,301259,艾布鲁,46.24,4.14,1.84,41776.0,193160262.0,6.51,47.3,44.41,44.41,44.4,2.08,4.23,211.91,8.56,7213440000.0,4571796797.0,0.0,-0.04,15.11,-3.67,2025-06-20 13:55:29
174,603080,新疆火炬,18.37,4.14,0.73,100229.0,181315008.0,5.84,18.56,17.53,17.99,17.64,1.37,7.08,14.29,1.74,2599355000.0,2599355000.0,-0.11,-0.11,15.24,18.36,2025-06-20 13:55:29
175,301151,冠龙节能,16.92,4.12,0.67,48696.0,81585099.0,6.34,17.25,16.22,16.35,16.25,2.07,8.74,87.65,1.41,2882049757.0,943069092.0,-0.18,-0.18,3.74,12.95,2025-06-20 13:55:29
176,300576,容大感光,34.9,4.12,1.38,151249.0,527709526.62,6.44,35.5,33.34,33.5,33.52,5.38,6.82,92.35,7.89,12786228263.0,7740736345.0,-0.09,-0.14,-2.54,-7.11,2025-06-20 13:55:29
177,301392,汇成真空,108.07,4.11,4.27,28674.0,309733417.06,5.73,110.0,104.05,105.0,103.8,1.75,7.03,324.66,14.89,10807000000.0,4408814102.0,0.01,0.03,29.77,75.55,2025-06-20 13:55:29
178,002485,ST雪发,4.31,4.11,0.17,109995.0,46926923.7,6.28,4.35,4.09,4.09,4.14,0.95,2.02,-68.14,1.92,2344640000.0,2344640000.0,-0.23,-0.46,55.6,33.02,2025-06-20 13:55:29
179,300021,大禹节水,4.59,4.08,0.18,207962.0,93417068.53,4.99,4.61,4.39,4.42,4.41,1.5,2.78,124.26,2.04,4115934234.0,3429140530.0,0.0,1.55,0.66,12.78,2025-06-20 13:55:29
180,688316,青云科技-U,63.16,4.05,2.46,44320.0,274440750.0,9.6,65.0,59.17,60.0,60.7,1.1,12.33,-32.96,47.08,3019028294.0,2270236935.0,-0.19,-0.03,-16.93,88.54,2025-06-20 13:55:29
181,688720,艾森股份,42.47,4.04,1.65,34914.0,149876399.0,6.08,44.48,42.0,42.0,40.82,3.24,6.32,123.72,3.81,3743022695.0,2347854400.0,-0.09,-0.23,5.54,7.36,2025-06-20 13:55:29
182,000968,蓝焰控股,8.27,4.03,0.32,865872.0,706645553.97,10.69,8.56,7.71,8.0,7.95,2.31,8.95,10.83,1.31,8001246998.0,8001246998.0,-0.24,0.24,25.11,24.36,2025-06-20 13:55:29
183,688170,德龙激光,24.37,4.01,0.94,48394.0,120224677.0,10.88,25.85,23.3,23.75,23.43,1.43,4.68,-38.23,2.07,2518883200.0,2518883200.0,0.04,0.16,2.39,8.36,2025-06-20 13:55:29
184,300801,泰和科技,17.89,4.01,0.69,143007.0,252397986.28,7.27,18.0,16.75,17.03,17.2,3.81,10.45,34.34,1.6,3907712700.0,2448772913.0,-0.5,0.0,8.95,13.44,2025-06-20 13:55:29
185,835179,凯德石英,33.39,3.99,1.28,44161.0,146177883.44,3.67,33.46,32.28,32.38,32.11,1.37,7.4,62.75,3.37,2504250000.0,1992079788.0,0.21,0.0,9.55,31.25,2025-06-20 13:55:29
186,301021,英诺激光,29.34,3.97,1.12,58528.0,169575121.17,5.67,29.6,28.0,28.05,28.22,1.79,3.85,-162.16,4.59,4464137685.0,4463341104.0,-0.03,-0.03,-6.02,13.77,2025-06-20 13:55:29
187,001228,永泰运,25.24,3.95,0.96,21482.0,53211617.0,5.35,25.4,24.1,24.28,24.28,0.96,2.07,17.5,1.59,2621542731.0,2621542731.0,-0.08,-0.12,14.68,23.79,2025-06-20 13:55:29
188,002277,友阿股份,6.08,3.93,0.23,649217.0,395853580.22,8.55,6.31,5.81,5.81,5.85,1.76,4.66,57.86,1.26,8476570624.0,8476570624.0,-0.16,-0.33,6.85,3.93,2025-06-20 13:55:29
189,300204,舒泰神,34.48,3.92,1.3,328655.0,1129273956.24,7.56,35.51,33.0,33.8,33.18,0.95,6.96,-1763.74,17.28,16473597696.0,16273846298.0,-0.23,0.09,357.9,365.32,2025-06-20 13:55:29
190,300554,三超新材,21.25,3.91,0.8,62553.0,132573803.0,4.89,21.5,20.5,20.54,20.45,3.26,7.9,-96.99,3.72,2426996011.0,1681697821.0,0.0,0.05,-4.45,-2.97,2025-06-20 13:55:29
191,872351,华光源海,33.52,3.91,1.26,50036.0,167690332.89,7.97,34.48,31.91,32.33,32.26,0.93,14.19,69.25,6.43,2950947915.0,1181929915.0,-0.21,-0.09,134.41,225.44,2025-06-20 13:55:29
192,837748,路桥信息,69.38,3.88,2.59,45271.0,308757969.21,10.96,71.98,64.66,66.0,66.79,1.0,7.26,-202.81,16.93,5324221200.0,4325674754.0,0.23,0.16,173.36,255.43,2025-06-20 13:55:29
193,603124,江南新材,51.45,3.88,1.92,77202.0,394716939.0,8.44,53.18,49.0,49.53,49.53,1.07,26.96,51.3,4.49,7498590489.0,1473399684.0,-0.39,-0.68,-10.29,405.9,2025-06-20 13:55:29
194,301421,波长光电,62.01,3.87,2.31,48670.0,298127440.14,4.67,62.49,59.7,61.0,59.7,2.02,10.51,275.48,6.1,7175673180.0,2871589155.0,-0.39,0.0,9.44,15.54,2025-06-20 13:55:29
195,873132,泰鹏智能,23.88,3.87,0.89,13801.0,32536690.54,6.09,24.18,22.78,23.05,22.99,1.41,4.91,47.25,7.71,1977837120.0,671582613.0,-0.38,-0.33,56.49,97.19,2025-06-20 13:55:29
196,300637,扬帆新材,10.53,3.85,0.39,129216.0,136351011.61,6.9,10.84,10.14,10.14,10.14,2.5,5.51,61.48,3.5,2471918869.0,2467576350.0,0.0,0.1,8.44,14.46,2025-06-20 13:55:29
197,300200,高盟新材,9.45,3.85,0.35,141274.0,132622399.6,5.16,9.54,9.07,9.07,9.1,1.69,3.34,26.36,2.6,4072696797.0,3999835936.0,0.11,0.0,7.14,16.09,2025-06-20 13:55:29
198,603386,骏亚科技,11.9,3.84,0.44,215781.0,252170009.0,5.41,11.99,11.37,11.62,11.46,3.47,6.61,64.3,2.86,3883238464.0,3883238464.0,-0.08,-0.25,0.85,7.01,2025-06-20 13:55:29
199,000518,*ST四环,2.72,3.82,0.1,156414.0,41692444.4,5.73,2.74,2.59,2.59,2.62,0.81,1.52,-43.99,7.87,2800392924.0,2800337085.0,0.0,0.0,16.74,7.51,2025-06-20 13:55:29
200,301096,百诚医药,43.87,3.81,1.61,31436.0,136424978.0,5.21,44.19,41.99,42.15,42.26,0.83,2.88,-45.73,1.88,4791844819.0,4782144943.0,-0.05,0.05,18.03,15.63,2025-06-20 13:55:29
201,002141,*ST贤丰,4.96,3.77,0.18,469733.0,224274468.66,7.53,4.98,4.62,4.78,4.78,1.43,4.55,90.14,6.13,5123361558.0,5116700660.0,-0.2,-0.2,237.41,181.82,2025-06-20 13:55:29
202,688719,爱科赛博,41.08,3.76,1.49,33168.0,134657281.0,5.81,41.9,39.6,39.6,39.59,0.93,3.81,-56.29,2.83,4740032971.0,3580844104.0,0.32,0.02,30.5,45.16,2025-06-20 13:55:29
203,600841,动力新科,5.82,3.74,0.21,247590.0,143659768.0,7.84,5.99,5.55,5.61,5.61,2.52,2.37,-9.61,2.44,8077122783.0,6070402497.0,-0.17,-0.17,-4.9,14.79,2025-06-20 13:55:29
204,002374,中锐股份,3.06,3.73,0.11,970189.0,294443758.46,10.17,3.15,2.85,2.91,2.95,3.24,8.94,-15.92,3.75,3320740406.0,3320740406.0,0.0,0.0,11.68,11.68,2025-06-20 13:55:29
205,430017,星昊医药,21.68,3.73,0.78,64635.0,136352561.53,5.17,21.68,20.6,20.69,20.9,0.74,5.32,26.48,1.72,2651208176.0,2632340072.0,0.56,0.51,37.65,58.83,2025-06-20 13:55:29
206,600328,中盐化工,7.5,3.73,0.27,493685.0,376314093.0,6.64,7.94,7.46,7.94,7.23,4.23,3.38,159.15,0.92,10997321498.0,10955822363.0,-0.13,0.0,0.0,-3.23,2025-06-20 13:55:29
207,002352,顺丰控股,50.97,3.68,1.81,229846.0,1165127899.49,3.44,51.13,49.44,49.44,49.16,1.45,0.48,28.48,2.7,254477512106.0,244415435974.0,0.24,0.35,19.28,26.48,2025-06-20 13:55:29
208,300600,国瑞科技,9.85,3.68,0.35,212512.0,206981003.92,9.79,10.15,9.22,9.37,9.5,2.14,8.63,-158.9,2.9,2898209628.0,2425826835.0,-0.3,-0.3,15.07,29.43,2025-06-20 13:55:29
209,002685,华东重机,7.35,3.67,0.26,654816.0,469379778.2,8.18,7.46,6.88,7.1,7.09,2.01,6.5,53.88,4.73,7406526211.0,7405215339.0,-0.27,-0.27,9.38,9.21,2025-06-20 13:55:29
210,920068,天工股份,20.15,3.65,0.71,42943.0,83947365.84,5.2,20.15,19.14,19.35,19.44,0.57,6.85,76.62,10.72,13210340302.0,1263490859.0,1.0,1.05,411.42,411.42,2025-06-20 13:55:29
211,834765,美之高,17.08,3.64,0.6,12076.0,20566342.52,4.13,17.26,16.58,16.75,16.48,1.15,2.14,2641.01,4.9,1531589613.0,962817534.0,0.0,-0.47,2.34,-34.26,2025-06-20 13:55:29
212,002476,宝莫股份,5.42,3.63,0.19,1386349.0,735976365.01,13.0,5.73,5.05,5.19,5.23,4.02,22.66,61.7,3.55,3317040000.0,3316660329.0,0.18,0.74,17.06,28.74,2025-06-20 13:55:29
213,603580,*ST艾艾,14.87,3.62,0.52,35350.0,51885435.0,4.32,14.99,14.37,14.37,14.35,1.77,2.71,89.79,4.58,1943110484.0,1943110484.0,-0.27,-0.27,-22.39,-15.13,2025-06-20 13:55:29
214,003037,三和管桩,6.99,3.56,0.24,143098.0,99821860.12,5.93,7.23,6.83,6.86,6.75,2.78,2.42,30.26,1.5,4187531999.0,4138601999.0,0.14,0.14,8.71,-5.16,2025-06-20 13:55:29
215,300961,深水海纳,16.09,3.54,0.55,86883.0,138303517.88,4.5,16.28,15.58,15.58,15.54,1.01,5.72,69.84,3.72,2852435200.0,2443929134.0,-0.06,-0.31,-29.98,60.1,2025-06-20 13:55:29
216,001335,信凯科技,37.59,3.53,1.28,16905.0,62874016.08,3.86,37.77,36.37,36.37,36.31,1.46,7.36,37.5,3.78,3523670060.0,863202513.0,-0.29,0.24,193.67,193.67,2025-06-20 13:55:29
217,000504,*ST生物,9.1,3.53,0.31,57695.0,51642491.15,7.05,9.23,8.61,8.61,8.79,1.18,1.86,-338.41,12.79,3003210192.0,2827085179.0,-0.22,-0.11,-11.39,8.98,2025-06-20 13:55:29
218,688502,茂莱光学,261.97,3.53,8.93,8522.0,222198269.0,3.47,264.88,256.1,258.04,253.04,1.78,5.07,207.8,11.73,13832016000.0,4401096000.0,-0.02,-0.07,-1.44,30.21,2025-06-20 13:55:29
219,301505,苏州规划,20.25,3.53,0.69,62499.0,125520246.12,3.53,20.4,19.71,19.78,19.56,2.22,8.29,179.54,2.37,2316599818.0,1526985655.0,0.35,0.25,11.14,7.6,2025-06-20 13:55:29
220,301577,美信科技,55.61,3.52,1.89,18547.0,102138314.0,6.68,56.5,52.91,53.75,53.72,2.23,9.84,86.78,3.25,2461298600.0,1047756630.0,0.04,-0.07,-7.24,-4.61,2025-06-20 13:55:29
221,603773,沃格光电,22.03,3.52,0.75,78272.0,174722522.0,9.68,23.23,21.17,21.28,21.28,4.3,3.84,-51.08,3.97,4923489833.0,4496214656.0,0.0,-0.09,-11.67,-12.92,2025-06-20 13:55:29
222,000596,古井贡酒,140.69,3.52,4.79,69823.0,981239063.28,4.9,142.26,135.6,135.9,135.9,2.03,1.71,7.98,3.12,74368734000.0,57485934000.0,0.05,0.06,-19.97,-18.35,2025-06-20 13:55:29
223,000985,大庆华科,20.05,3.51,0.68,103514.0,204783083.66,14.87,21.31,18.43,18.92,19.37,2.36,7.98,91.18,4.28,2599271975.0,2599271975.0,0.15,0.0,12.14,7.51,2025-06-20 13:55:29
224,300527,中船应急,9.19,3.49,0.31,732415.0,662790334.08,9.68,9.4,8.54,8.7,8.88,1.64,7.42,-91.76,3.49,9068899354.0,9068899354.0,-0.65,-0.97,3.49,13.88,2025-06-20 13:55:29
225,600187,国中水务,3.27,3.48,0.11,762586.0,248022947.0,6.01,3.33,3.14,3.17,3.16,2.98,4.73,-1289.51,1.65,5277064207.0,5277064207.0,0.0,0.0,-9.42,-2.68,2025-06-20 13:55:29
226,002132,恒星科技,3.88,3.47,0.13,1067551.0,414338172.61,12.0,4.11,3.66,3.7,3.75,2.1,7.63,239.77,1.54,5437993428.0,5429990765.0,-0.26,-0.51,27.21,41.61,2025-06-20 13:55:29
227,601008,连云港,6.58,3.46,0.22,801375.0,528140909.0,8.81,6.8,6.24,6.35,6.36,0.91,6.46,89.53,2.02,8163398079.0,8163398079.0,-0.15,-0.3,70.47,74.54,2025-06-20 13:55:29
228,300505,川金诺,18.6,3.45,0.62,232968.0,432050754.89,5.78,18.87,17.83,17.95,17.98,1.58,10.72,17.75,2.02,5112535928.0,4042918729.0,0.32,0.05,20.47,31.91,2025-06-20 13:55:29
229,002183,怡 亚 通,4.52,3.43,0.15,607144.0,272182079.09,5.03,4.57,4.35,4.35,4.37,3.58,2.34,132.8,1.27,11738481091.0,11738413291.0,0.0,0.0,-8.69,0.67,2025-06-20 13:55:29
230,833427,华维设计,13.89,3.43,0.46,16992.0,23516470.63,8.27,14.4,13.29,13.5,13.43,1.64,3.36,238.71,4.39,1431989550.0,703114078.0,-0.14,-0.07,-13.4,27.9,2025-06-20 13:55:29
231,300041,回天新材,8.85,3.39,0.29,145701.0,128349948.18,4.67,8.92,8.52,8.56,8.56,1.73,2.68,15.18,1.85,4950991714.0,4818181543.0,0.11,0.34,-1.56,-2.21,2025-06-20 13:55:29
232,830964,润农节水,8.56,3.38,0.28,67411.0,57003591.99,6.04,8.67,8.17,8.31,8.28,0.91,5.09,110.43,2.51,2235940480.0,1132979156.0,0.23,0.23,11.46,21.94,2025-06-20 13:55:29
233,603117,万林物流,6.14,3.37,0.2,151742.0,93074682.0,6.06,6.27,5.91,5.94,5.94,2.29,2.53,437.29,3.62,3679074136.0,3679074136.0,0.0,0.0,5.86,0.49,2025-06-20 13:55:29
234,002492,恒基达鑫,6.16,3.36,0.2,307834.0,188007175.19,12.92,6.49,5.72,5.9,5.96,0.89,7.74,29.99,1.47,2494800000.0,2450661906.0,0.16,0.16,18.01,28.6,2025-06-20 13:55:29
235,834770,艾能聚,18.29,3.33,0.59,107314.0,202646614.23,9.1,19.58,17.97,18.03,17.7,2.92,13.1,116.51,4.13,2380117481.0,1497837602.0,-0.05,-0.27,-5.53,16.87,2025-06-20 13:55:29
236,002338,奥普光电,44.0,3.33,1.42,116598.0,512716912.16,5.38,45.1,42.81,43.35,42.58,2.5,4.86,191.11,7.97,10560000000.0,10560000000.0,-0.2,-0.34,14.85,16.83,2025-06-20 13:55:29
237,688378,奥来德,15.89,3.32,0.51,65830.0,104299336.0,4.62,16.05,15.34,15.34,15.38,3.16,2.73,38.93,2.35,3961047394.0,3828863473.0,0.32,0.0,-12.79,-15.66,2025-06-20 13:55:29
238,600809,山西汾酒,182.44,3.31,5.84,101757.0,1855592389.0,4.76,185.0,176.6,176.6,176.6,1.6,0.83,8.37,5.8,222570272662.0,222570272662.0,-0.04,-0.07,-15.93,0.38,2025-06-20 13:55:29
239,605366,宏柏新材,5.93,3.31,0.19,377900.0,230856973.0,9.76,6.31,5.75,5.78,5.74,8.86,5.98,-167.53,1.91,3765525159.0,3749602190.0,-0.17,-0.17,-0.84,9.41,2025-06-20 13:55:29
240,688347,华虹公司,51.2,3.29,1.63,140434.0,720639018.0,3.97,51.97,50.0,50.0,49.57,2.24,3.59,970.66,2.02,88382038374.0,20041728000.0,-0.12,-0.16,2.91,10.18,2025-06-20 13:55:29
241,301079,邵阳液压,29.9,3.28,0.95,66023.0,191319568.64,6.01,29.94,28.2,28.91,28.95,0.58,9.49,1007.39,6.82,3269210954.0,2080674443.0,0.13,0.84,2.96,96.45,2025-06-20 13:55:29
