序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
4716,300768,迪普科技,16.05,-2.19,-0.36,57190.0,92767537.62,3.05,16.51,16.01,16.38,16.41,1.23,1.36,84.43,3.14,10333456076.0,6751716729.0,0.0,-0.06,-15.53,-7.86,2025-06-20 13:55:29
4717,300496,中科创达,53.42,-2.2,-1.2,56909.0,306650255.58,2.56,54.79,53.39,54.48,54.62,1.15,1.55,66.36,2.49,24573842055.0,19651982128.0,0.02,0.02,-13.52,-10.22,2025-06-20 13:55:29
4718,002933,新兴装备,31.53,-2.2,-0.71,23661.0,74924534.0,2.64,32.22,31.37,32.22,32.24,0.9,2.07,87.3,2.45,3700045500.0,3596707407.0,0.03,-0.1,-8.93,5.77,2025-06-20 13:55:29
4719,300466,赛摩智能,9.78,-2.2,-0.22,101453.0,99376637.8,4.0,10.03,9.63,10.0,10.0,1.03,2.42,-118.17,7.28,5237482500.0,4107465593.0,0.1,0.0,9.4,31.28,2025-06-20 13:55:29
4720,300058,蓝色光标,6.19,-2.21,-0.14,675425.0,421694278.12,3.48,6.38,6.16,6.35,6.33,0.6,1.97,57.32,2.84,21897281155.0,21215199212.0,0.16,0.16,-12.32,-6.64,2025-06-20 13:55:29
4721,605255,天普股份,19.07,-2.21,-0.43,18056.0,34614022.0,4.0,19.69,18.91,19.46,19.5,1.18,1.35,73.26,3.17,2556905600.0,2556905600.0,0.05,-0.05,23.27,53.3,2025-06-20 13:55:29
4722,600993,马应龙,28.17,-2.22,-0.64,33220.0,94550082.0,2.57,28.87,28.13,28.64,28.81,0.81,0.77,14.91,2.84,12142788109.0,12121748641.0,0.07,0.0,13.96,7.89,2025-06-20 13:55:29
4723,300968,格林精密,14.09,-2.22,-0.32,73070.0,104045917.0,4.23,14.65,14.04,14.52,14.41,0.62,1.77,-129.57,3.11,5824524200.0,5824524200.0,0.0,0.07,-19.76,-14.24,2025-06-20 13:55:29
4724,300310,宜通世纪,6.16,-2.22,-0.14,241647.0,149280963.0,4.13,6.34,6.08,6.3,6.3,0.8,3.49,-126.05,2.87,5431016551.0,4261121147.0,-0.16,0.0,-18.09,-18.52,2025-06-20 13:55:29
4725,002755,奥赛康,15.79,-2.23,-0.36,51162.0,81313915.12,3.03,16.19,15.7,16.1,16.15,0.39,0.55,66.94,4.83,14655651942.0,14655513385.0,-0.06,-0.13,-6.57,25.42,2025-06-20 13:55:29
4726,605016,百龙创园,19.26,-2.23,-0.44,39726.0,77370852.0,3.4,19.92,19.25,19.6,19.7,0.71,0.95,24.84,4.72,8089437283.0,8089437283.0,-0.21,-0.21,33.29,49.42,2025-06-20 13:55:29
4727,003032,*ST传智,6.14,-2.23,-0.14,59450.0,36725720.37,3.34,6.32,6.11,6.24,6.28,0.73,2.17,-115.18,1.97,2471027650.0,1684578904.0,0.16,0.16,-25.3,-36.7,2025-06-20 13:55:29
4728,300855,图南股份,21.41,-2.24,-0.49,24314.0,52502652.95,2.6,21.95,21.38,21.88,21.9,1.09,0.83,50.78,4.39,8468329415.0,6272190915.0,0.05,0.0,-8.35,-1.65,2025-06-20 13:55:29
4729,300049,福瑞股份,30.59,-2.24,-0.7,38340.0,118306424.0,3.64,31.6,30.46,31.3,31.29,0.87,1.64,71.13,4.57,8147833099.0,7143230488.0,0.03,0.03,-9.5,-3.01,2025-06-20 13:55:29
4730,001279,强邦新材,38.91,-2.24,-0.89,19720.0,77415037.01,3.09,39.98,38.75,39.67,39.8,1.11,5.24,75.38,6.36,6225600000.0,1463948556.0,-0.05,-0.13,-1.29,-5.1,2025-06-20 13:55:29
4731,688400,XD凌云光,25.25,-2.25,-0.58,32737.0,83334200.0,3.41,26.06,25.18,25.74,25.83,0.9,1.38,194.19,2.98,11639662508.0,5986582343.0,0.0,0.08,-17.21,15.3,2025-06-20 13:55:29
4732,301085,亚康股份,55.55,-2.25,-1.28,10367.0,57925359.0,3.55,57.22,55.2,56.84,56.83,0.78,1.76,70.4,4.43,4820388746.0,3272547268.0,0.02,-0.02,-19.0,-18.99,2025-06-20 13:55:29
4733,300245,天玑科技,17.4,-2.25,-0.4,149466.0,259487577.46,4.1,17.78,17.05,17.63,17.8,0.54,4.8,420.0,4.26,5454160378.0,5416210143.0,0.23,0.17,-13.22,11.32,2025-06-20 13:55:29
4734,001331,胜通能源,10.42,-2.25,-0.24,163722.0,168519080.28,5.35,10.62,10.05,10.4,10.66,1.09,23.2,24.87,1.96,2940940800.0,735235200.0,-0.29,-0.48,8.09,32.57,2025-06-20 13:55:29
4735,430198,微创光电,13.05,-2.25,-0.3,27568.0,36135462.72,4.87,13.5,12.85,13.28,13.35,0.71,3.92,-13.0,5.24,2105798530.0,916689133.0,-0.31,-0.38,-2.39,25.24,2025-06-20 13:55:29
4736,873833,美心翼申,19.52,-2.25,-0.45,14516.0,28532538.57,4.26,20.18,19.33,19.98,19.97,0.86,2.32,37.68,2.64,1607667200.0,1219350960.0,-0.41,-0.51,-11.27,72.74,2025-06-20 13:55:29
4737,600988,赤峰黄金,26.9,-2.25,-0.62,261738.0,706537994.0,2.62,27.5,26.78,27.27,27.52,0.59,1.57,26.44,4.69,51121060688.0,44759216068.0,0.0,0.04,26.53,72.33,2025-06-20 13:55:29
4738,002062,宏润建设,4.34,-2.25,-0.1,240667.0,104951274.05,3.15,4.45,4.31,4.42,4.44,1.34,2.14,14.65,1.09,5369755658.0,4881180197.0,0.23,0.0,-11.43,-13.37,2025-06-20 13:55:29
4739,300895,铜牛信息,41.77,-2.25,-0.96,41479.0,174007675.48,3.49,42.86,41.37,42.34,42.73,0.74,3.0,-68.76,7.18,5881243443.0,5771455050.0,-0.1,-0.29,-29.06,18.3,2025-06-20 13:55:29
4740,301255,通力科技,29.47,-2.26,-0.68,22968.0,67884958.71,2.75,30.08,29.25,30.01,30.15,1.58,6.03,105.53,4.36,4488870400.0,1122217600.0,-0.1,-0.1,-24.71,26.16,2025-06-20 13:55:29
4741,300927,江天化学,28.15,-2.26,-0.65,35944.0,101712420.0,2.78,28.78,27.98,28.7,28.8,0.45,2.55,1240.8,4.27,4063734000.0,3966017046.0,0.07,0.0,43.84,71.86,2025-06-20 13:55:29
4742,001896,豫能控股,4.33,-2.26,-0.1,353877.0,154963606.5,4.29,4.49,4.3,4.41,4.43,0.75,2.32,37.29,2.08,6606633159.0,6606633159.0,0.23,0.0,3.34,4.34,2025-06-20 13:55:29
4743,688620,安凯微,11.68,-2.26,-0.27,61266.0,72432175.0,4.1,12.13,11.64,11.99,11.95,0.94,2.68,-51.79,3.23,4578560000.0,2667694714.0,-0.17,-0.17,-17.46,16.22,2025-06-20 13:55:29
4744,002896,中大力德,69.95,-2.26,-1.62,44706.0,315535200.32,3.2,72.09,69.8,71.57,71.57,1.07,2.96,151.95,9.18,10574431386.0,10574431386.0,0.0,0.04,-30.38,82.11,2025-06-20 13:55:29
4745,300010,豆神教育,7.32,-2.27,-0.17,513455.0,380199435.0,3.87,7.6,7.31,7.51,7.49,0.74,3.09,101.21,9.0,15127604664.0,12175594500.0,0.0,0.0,-9.74,17.87,2025-06-20 13:55:29
4746,300710,万隆光电,18.53,-2.27,-0.43,17131.0,31973159.0,4.54,19.22,18.36,19.01,18.96,0.87,2.13,-123.02,3.92,1843555259.0,1491529472.0,-0.05,0.0,-1.01,3.75,2025-06-20 13:55:29
4747,002767,先锋电子,16.27,-2.28,-0.38,40498.0,66580040.78,3.36,16.8,16.24,16.59,16.65,0.87,3.11,212.9,2.91,2440500000.0,2118066363.0,0.06,-0.06,-10.65,22.42,2025-06-20 13:55:29
4748,688678,福立旺,17.56,-2.28,-0.41,31761.0,56372617.0,3.84,18.23,17.54,17.96,17.97,0.6,1.23,80.77,2.53,4552760760.0,4552760760.0,0.06,-0.06,-37.42,19.05,2025-06-20 13:55:29
4749,001316,润贝航科,42.06,-2.28,-0.98,17075.0,72310476.54,2.65,43.09,41.95,43.04,43.04,0.42,6.23,25.4,2.82,3458972340.0,1153273634.0,0.07,0.05,23.52,45.03,2025-06-20 13:55:29
4750,301023,江南奕帆,40.03,-2.29,-0.94,11161.0,45379561.2,4.2,41.66,39.94,41.05,40.97,1.26,2.68,46.32,3.89,3129840421.0,1665281705.0,0.0,0.0,-12.35,19.99,2025-06-20 13:55:29
4751,600617,国新能源,2.99,-2.29,-0.07,732453.0,216171145.0,6.54,3.07,2.87,2.96,3.06,1.22,4.13,12.38,1.65,5768283410.0,5308872640.0,-0.33,-0.66,15.44,10.74,2025-06-20 13:55:29
4752,300857,协创数据,79.34,-2.29,-1.86,40714.0,325068346.6,3.31,81.7,79.01,81.51,81.2,0.52,1.19,40.25,8.19,27241960565.0,27164734976.0,-0.01,0.1,-6.16,4.2,2025-06-20 13:55:29
4753,002975,博杰股份,31.15,-2.29,-0.73,10696.0,33735644.54,3.64,32.3,31.14,31.92,31.88,0.84,1.01,-59.77,2.29,4937358887.0,3297507227.0,0.0,-0.03,-14.91,2.27,2025-06-20 13:55:29
4754,002438,江苏神通,11.45,-2.3,-0.27,92595.0,106674329.8,2.22,11.67,11.41,11.66,11.72,0.66,1.97,16.23,1.65,5811303928.0,5368683637.0,0.17,0.0,-5.99,-4.82,2025-06-20 13:55:29
4755,688499,利元亨,32.32,-2.3,-0.76,90373.0,299298935.0,5.23,33.9,32.17,33.08,33.08,0.95,5.36,106.35,2.44,5453305443.0,5453305443.0,-0.06,-0.37,19.09,44.48,2025-06-20 13:55:29
4756,600601,方正科技,4.67,-2.3,-0.11,851077.0,399176474.0,3.77,4.81,4.63,4.77,4.78,0.82,2.04,62.04,4.65,19475269650.0,19475269650.0,-0.21,0.0,-11.89,6.38,2025-06-20 13:55:29
4757,301157,华塑科技,43.96,-2.31,-1.04,11424.0,50803754.0,4.29,45.67,43.74,45.22,45.0,1.3,5.53,85.07,2.44,2637600000.0,908216018.0,0.07,-0.05,-19.22,-1.88,2025-06-20 13:55:29
4758,301050,雷电微力,49.82,-2.31,-1.18,47263.0,236216444.05,1.55,50.48,49.69,50.4,51.0,0.63,2.27,44.27,4.05,12195525882.0,10367139106.0,-0.12,-0.04,-7.77,-3.04,2025-06-20 13:55:29
4759,600415,小商品城,19.02,-2.31,-0.45,447095.0,850116023.0,4.11,19.5,18.7,19.46,19.47,0.77,0.82,32.46,5.35,104298945513.0,104284007205.0,0.11,0.16,48.02,45.41,2025-06-20 13:55:29
4760,603103,横店影视,15.59,-2.32,-0.37,23504.0,37032506.0,4.51,16.3,15.58,15.96,15.96,0.67,0.37,7.21,6.55,9887178000.0,9887178000.0,-0.06,-0.13,18.65,8.34,2025-06-20 13:55:29
4761,301618,长联科技,57.76,-2.32,-1.37,7366.0,43291964.2,3.84,59.98,57.71,59.2,59.13,0.87,3.27,80.18,5.62,5210868074.0,1302719040.0,0.02,-0.41,-3.46,-3.81,2025-06-20 13:55:29
4762,002693,*ST双成,7.15,-2.32,-0.17,87038.0,62938555.88,3.42,7.38,7.13,7.3,7.32,0.76,2.12,-73.83,7.73,2965031713.0,2940309486.0,-0.14,-0.14,-28.64,-60.99,2025-06-20 13:55:29
4763,870976,视声智能,26.51,-2.32,-0.63,14117.0,37891844.85,3.8,27.35,26.32,26.96,27.14,0.92,3.31,30.88,7.57,1880974634.0,1130047072.0,-0.79,0.11,7.41,44.39,2025-06-20 13:55:29
4764,688039,当虹科技,30.18,-2.33,-0.72,8925.0,27151666.0,3.37,31.14,30.1,30.59,30.9,0.75,0.8,-71.02,2.94,3377652253.0,3377652253.0,0.07,0.07,-13.62,11.49,2025-06-20 13:55:29
4765,600570,恒生电子,28.13,-2.33,-0.67,485569.0,1365355069.0,3.92,28.84,27.71,28.5,28.8,0.58,2.57,424.58,6.25,53215419128.0,53215419128.0,0.04,0.11,-3.7,0.86,2025-06-20 13:55:29
4766,002774,快意电梯,8.4,-2.33,-0.2,58865.0,49753336.0,4.77,8.71,8.3,8.6,8.6,1.59,2.09,62.97,2.44,2828178360.0,2366884254.0,0.12,0.12,6.73,27.85,2025-06-20 13:55:29
4767,872925,锦好医疗,15.11,-2.33,-0.36,23125.0,35177449.43,3.68,15.56,14.99,15.3,15.47,0.46,4.18,109.8,4.11,1476045176.0,835508251.0,-0.13,0.0,6.26,29.81,2025-06-20 13:55:29
4768,300455,航天智装,13.01,-2.33,-0.31,101524.0,132805717.6,2.85,13.31,12.93,13.3,13.32,0.94,1.43,441.9,5.05,9338160847.0,9219177892.0,0.08,0.08,-9.34,0.46,2025-06-20 13:55:29
4769,688152,麒麟信安,40.74,-2.33,-0.97,9494.0,38617695.0,3.88,41.7,40.08,41.7,41.71,0.95,2.37,-76.0,3.36,4158761444.0,1633533284.0,-0.02,0.0,-15.76,1.49,2025-06-20 13:55:29
4770,300172,中电环保,5.44,-2.33,-0.13,370295.0,202595918.45,3.41,5.58,5.39,5.51,5.57,0.5,7.07,31.43,1.96,3681302400.0,2847907385.0,-0.18,-0.37,2.26,8.8,2025-06-20 13:55:29
4771,300099,尤洛卡,6.67,-2.34,-0.16,125863.0,84429458.0,2.64,6.83,6.65,6.74,6.83,0.39,2.16,92.73,2.16,4917559251.0,3878019641.0,-0.15,-0.3,-7.23,14.6,2025-06-20 13:55:29
4772,603716,塞力医疗,12.11,-2.34,-0.29,206873.0,255757247.0,7.42,12.88,11.96,12.39,12.4,0.67,10.83,-40.38,2.73,2313221852.0,2313221852.0,0.0,-0.16,2.8,67.73,2025-06-20 13:55:29
4773,301070,开勒股份,43.8,-2.34,-1.05,17943.0,78829248.28,4.04,45.21,43.4,44.54,44.85,0.57,3.02,-191.16,5.17,3952066992.0,2599740240.0,0.0,-0.34,15.72,10.27,2025-06-20 13:55:29
4774,688543,国科军工,50.01,-2.34,-1.2,75788.0,381399747.0,2.5,50.9,49.62,50.51,51.21,0.89,6.55,91.73,4.87,10527533136.0,5783660901.0,0.06,0.02,16.93,21.71,2025-06-20 13:55:29
4775,002855,捷荣技术,18.74,-2.34,-0.45,67359.0,125977366.0,4.12,19.16,18.37,19.0,19.19,0.91,2.74,-13.3,9.08,4617904841.0,4614298328.0,0.0,0.16,-3.4,-2.5,2025-06-20 13:55:29
4776,300299,富春股份,7.05,-2.35,-0.17,541182.0,385722052.86,5.96,7.41,6.98,7.28,7.22,0.59,7.85,120.5,10.86,4866615599.0,4857277874.0,0.0,0.14,12.08,28.88,2025-06-20 13:55:29
4777,300502,新易盛,110.34,-2.35,-2.66,358305.0,3950968085.22,5.11,113.97,108.2,113.97,113.0,1.07,4.05,17.41,11.39,109493616286.0,97518655855.0,0.13,0.02,63.25,34.17,2025-06-20 13:55:29
4778,002439,启明星辰,14.96,-2.35,-0.36,218983.0,330320864.12,3.52,15.47,14.93,15.36,15.32,1.63,3.02,2836.7,1.59,18122547067.0,10851130323.0,0.07,0.13,-14.95,-5.44,2025-06-20 13:55:29
4779,300131,英唐智控,7.07,-2.35,-0.17,370221.0,263629888.0,2.49,7.24,7.06,7.19,7.24,1.18,3.55,115.21,4.53,8024587759.0,7368831338.0,0.14,0.0,-12.39,-12.82,2025-06-20 13:55:29
4780,688210,统联精密,21.55,-2.36,-0.52,55877.0,121018173.0,5.39,22.48,21.29,22.07,22.07,1.0,5.2,314.76,2.71,3453200209.0,2314175153.0,-0.09,-0.05,-0.92,7.97,2025-06-20 13:55:29
4781,300648,星云股份,35.42,-2.37,-0.86,83279.0,306171621.0,7.99,38.17,35.27,36.28,36.28,1.32,7.84,-383.67,4.43,6173047188.0,3761229929.0,0.23,0.2,32.96,54.0,2025-06-20 13:55:29
4782,301015,百洋医药,19.79,-2.37,-0.48,71580.0,142866147.1,2.71,20.33,19.78,20.15,20.27,0.42,1.36,30.59,5.31,10402007886.0,10400672061.0,-0.05,-0.1,-4.26,-15.61,2025-06-20 13:55:29
4783,300862,蓝盾光电,26.66,-2.38,-0.65,27757.0,74387971.17,4.06,27.55,26.44,27.35,27.31,0.77,1.83,-528.3,2.46,4921913267.0,4038217047.0,-0.19,-0.26,-8.29,-1.84,2025-06-20 13:55:29
4784,002315,焦点科技,38.97,-2.38,-0.95,34521.0,135523240.96,2.56,39.98,38.96,39.74,39.92,0.94,1.71,27.6,5.09,12362681815.0,7873230531.0,-0.1,-0.15,-9.01,-5.25,2025-06-20 13:55:29
4785,603189,网达软件,16.02,-2.38,-0.39,56676.0,91210083.0,3.35,16.47,15.92,16.4,16.41,1.6,2.1,358.84,2.88,4318164551.0,4318164551.0,0.06,0.06,-15.55,9.43,2025-06-20 13:55:29
4786,603556,海兴电力,25.06,-2.38,-0.61,38946.0,98874902.0,3.04,25.81,25.03,25.67,25.67,1.74,0.8,21.61,1.76,12185780100.0,12185780100.0,0.0,0.0,-23.85,-32.25,2025-06-20 13:55:29
4787,603211,晋拓股份,17.13,-2.39,-0.42,26443.0,45680564.0,3.7,17.72,17.07,17.72,17.55,0.79,3.89,66.09,3.91,4656071040.0,1164017760.0,0.0,-0.06,-25.07,14.66,2025-06-20 13:55:29
4788,002653,海思科,41.25,-2.39,-1.01,25891.0,107725742.06,2.34,42.2,41.21,42.16,42.26,0.85,0.48,247.77,11.65,46196616263.0,22102866143.0,-0.19,-0.19,12.95,25.08,2025-06-20 13:55:29
4789,920799,艾融软件,56.42,-2.39,-1.38,36036.0,204073188.59,3.24,57.87,56.0,57.02,57.8,0.75,3.06,116.0,29.78,11835790421.0,6645405496.0,-0.14,-0.16,-2.67,9.72,2025-06-20 13:55:29
4790,688130,晶华微,20.41,-2.39,-0.5,12470.0,25725209.0,3.78,21.0,20.21,21.0,20.91,1.3,3.2,-60.84,1.95,2467387229.0,795808229.0,0.1,-0.2,-2.2,0.74,2025-06-20 13:55:29
4791,002700,新疆浩源,9.37,-2.4,-0.23,126253.0,114845919.47,9.79,9.6,8.66,9.29,9.6,2.56,3.77,59.76,2.94,3875696093.0,3136473265.0,0.0,-0.11,-17.15,-8.32,2025-06-20 13:55:29
4792,300598,诚迈科技,39.82,-2.4,-0.98,27603.0,110905052.25,3.04,40.93,39.69,40.58,40.8,1.26,1.27,-51.02,5.75,8640212927.0,8637793225.0,0.0,-0.08,-17.9,-17.73,2025-06-20 13:55:29
4793,603036,如通股份,17.48,-2.4,-0.43,63845.0,113449751.0,4.08,18.14,17.41,17.92,17.91,0.91,3.1,32.6,2.75,3600985317.0,3600985317.0,0.0,-0.06,14.4,4.55,2025-06-20 13:55:29
4794,603920,世运电路,26.89,-2.4,-0.66,274829.0,740553778.0,4.32,27.76,26.57,27.54,27.55,1.13,3.81,26.93,3.11,19375505254.0,19375505254.0,-0.19,-0.11,-10.4,-6.63,2025-06-20 13:55:29
4795,832149,利尔达,14.56,-2.41,-0.36,63607.0,94322740.95,4.62,15.24,14.55,14.77,14.92,0.82,5.51,516.48,8.78,6138932800.0,1680380171.0,-0.34,-0.75,1.68,64.15,2025-06-20 13:55:29
4796,002484,江海股份,18.23,-2.41,-0.45,153111.0,281116897.0,3.1,18.75,18.17,18.68,18.68,1.25,1.87,25.5,2.67,15505051444.0,14957209391.0,0.11,0.05,-14.61,5.25,2025-06-20 13:55:29
4797,688229,博睿数据,46.83,-2.42,-1.16,4828.0,22863993.0,5.08,48.99,46.55,48.29,47.99,1.1,1.09,-56.47,5.06,2079252000.0,2079252000.0,0.0,0.13,-11.76,12.01,2025-06-20 13:55:29
4798,301011,华立科技,27.82,-2.42,-0.69,31357.0,88187099.56,4.7,28.98,27.64,28.52,28.51,0.43,2.27,89.26,5.57,4080971440.0,3847714316.0,0.07,0.14,2.81,9.14,2025-06-20 13:55:29
4799,688260,昀冢科技,15.68,-2.43,-0.39,15842.0,24978048.0,4.36,16.2,15.5,16.09,16.07,0.79,1.32,-9.01,10.93,1881600000.0,1881600000.0,-0.06,-0.19,0.19,12.4,2025-06-20 13:55:29
4800,301248,杰创智能,23.26,-2.43,-0.58,58494.0,138245511.5,5.2,24.3,23.06,23.93,23.84,1.31,5.73,65.56,2.39,3575178300.0,2375913053.0,0.04,0.0,11.67,46.47,2025-06-20 13:55:29
4801,002858,力盛体育,12.37,-2.44,-0.31,55310.0,68758747.0,4.26,12.79,12.25,12.77,12.68,0.73,3.76,78.7,3.8,2027688396.0,1818154203.0,0.0,-0.08,1.81,8.13,2025-06-20 13:55:29
4802,603729,龙韵股份,15.61,-2.44,-0.39,27065.0,42556986.0,3.56,16.07,15.5,15.86,16.0,1.11,2.9,-129.52,3.95,1457006180.0,1457006180.0,0.0,0.0,-4.23,6.34,2025-06-20 13:55:29
4803,833751,XD惠同新,16.4,-2.44,-0.41,20763.0,34173686.48,5.53,16.96,16.03,16.82,16.81,0.67,2.5,33.15,3.89,1423192000.0,1362300850.0,0.0,-0.18,13.65,38.4,2025-06-20 13:55:29
4804,002522,浙江众成,4.8,-2.44,-0.12,278767.0,134793478.0,3.25,4.94,4.78,4.9,4.92,0.92,3.08,74.51,1.91,4347741058.0,4344095419.0,0.21,0.0,-3.03,23.39,2025-06-20 13:55:29
4805,603322,超讯通信,37.15,-2.44,-0.93,63550.0,238128362.0,5.3,38.36,36.34,38.09,38.08,0.54,4.03,29.23,21.04,5854349471.0,5854349471.0,-0.05,-0.19,-20.11,-2.24,2025-06-20 13:55:29
4806,002449,国星光电,9.61,-2.44,-0.24,384656.0,373374122.4,5.08,10.05,9.55,9.81,9.85,0.53,6.22,89.0,1.56,5943565594.0,5943565594.0,0.31,0.31,-4.38,-29.18,2025-06-20 13:55:29
4807,603662,柯力传感,60.77,-2.44,-1.52,40869.0,249941187.0,2.75,62.2,60.49,61.89,62.29,0.94,1.46,56.56,6.23,17116443318.0,17066031078.0,-0.03,-0.05,-14.95,-5.93,2025-06-20 13:55:29
4808,002615,哈尔斯,7.96,-2.45,-0.2,357134.0,287162709.31,3.19,8.19,7.93,8.12,8.16,0.43,11.67,22.39,2.25,3711491147.0,2436143728.0,-0.25,-0.25,0.25,3.38,2025-06-20 13:55:29
4809,000659,珠海中富,2.79,-2.45,-0.07,166569.0,47083121.67,3.85,2.88,2.77,2.87,2.86,1.14,1.3,-46.23,17.61,3587110031.0,3587110031.0,0.0,-0.36,-8.22,-1.06,2025-06-20 13:55:29
4810,603879,永悦科技,5.98,-2.45,-0.15,98763.0,59214562.0,2.61,6.09,5.93,6.06,6.13,0.42,2.75,-92.04,8.31,2148879751.0,2148879751.0,0.17,0.17,46.93,55.73,2025-06-20 13:55:29
4811,688800,瑞可达,47.02,-2.45,-1.18,87113.0,412630097.0,4.09,48.47,46.5,48.0,48.2,0.94,4.24,31.98,4.56,9670807232.0,9670807232.0,0.0,-0.04,18.98,22.67,2025-06-20 13:55:29
4812,002259,升达林业,3.98,-2.45,-0.1,131428.0,53080104.0,4.17,4.14,3.97,4.03,4.08,0.9,1.75,65.85,11.27,2994266503.0,2994266503.0,0.0,0.0,64.46,67.23,2025-06-20 13:55:29
4813,000607,华媒控股,3.98,-2.45,-0.1,94177.0,37480860.1,4.9,4.11,3.91,4.07,4.08,0.64,1.06,-26.7,2.58,4050439672.0,3522433107.0,0.0,0.0,-4.1,7.28,2025-06-20 13:55:29
4814,301005,超捷股份,33.31,-2.46,-0.84,42203.0,142212104.6,3.07,34.32,33.27,34.15,34.15,0.68,3.19,70.25,5.88,4492251521.0,4409304192.0,0.12,-0.21,-9.26,13.88,2025-06-20 13:55:29
4815,832802,保丽洁,17.84,-2.46,-0.45,14598.0,26149252.57,3.94,18.34,17.62,18.02,18.29,0.78,6.61,90.87,3.48,1463027894.0,394238899.0,-0.17,-0.17,27.89,50.8,2025-06-20 13:55:29
4816,300972,万辰集团,167.69,-2.46,-4.23,10219.0,174057460.0,4.51,174.94,167.19,174.94,171.92,0.55,0.66,35.12,24.11,30182483022.0,26114052803.0,0.25,0.05,109.22,110.11,2025-06-20 13:55:29
4817,002401,中远海科,15.06,-2.46,-0.38,164989.0,247792699.42,3.82,15.43,14.84,14.97,15.44,1.12,4.44,310.7,3.34,5597326706.0,5592740936.0,0.13,0.13,-27.56,-5.16,2025-06-20 13:55:29
4818,002161,远 望 谷,6.31,-2.47,-0.16,318594.0,200928687.14,3.55,6.46,6.23,6.4,6.47,0.63,4.47,-48.17,3.11,4667869194.0,4501928208.0,0.0,0.0,2.6,13.49,2025-06-20 13:55:29
4819,002496,*ST辉丰,1.58,-2.47,-0.04,171021.0,27442759.0,4.32,1.64,1.57,1.62,1.62,1.01,1.45,38.03,1.77,2381991690.0,1866590763.0,0.0,0.0,4.64,-15.05,2025-06-20 13:55:29
4820,300609,汇纳科技,30.68,-2.48,-0.78,38388.0,118899972.0,4.23,31.8,30.47,31.8,31.46,0.53,3.2,-349.24,3.59,3685109393.0,3678326843.0,0.0,0.07,10.8,24.51,2025-06-20 13:55:29
4821,688278,特宝生物,68.75,-2.48,-1.75,17324.0,120441836.0,3.06,70.88,68.72,70.87,70.5,0.98,0.43,38.39,11.2,27967500000.0,27967500000.0,-0.15,-0.12,-14.42,-5.5,2025-06-20 13:55:29
4822,605077,华康股份,15.27,-2.49,-0.39,35791.0,55185082.0,3.19,15.72,15.22,15.63,15.66,1.64,1.2,14.28,1.48,4627546533.0,4572261498.0,0.0,0.0,4.73,7.38,2025-06-20 13:55:29
4823,002929,润建股份,44.17,-2.49,-1.13,84241.0,375104140.53,4.19,45.75,43.85,45.3,45.3,0.93,4.0,45.25,2.01,12547949820.0,9300468018.0,0.14,-0.07,-24.62,31.38,2025-06-20 13:55:29
4824,300264,佳创视讯,5.87,-2.49,-0.15,178640.0,105490123.0,4.82,6.05,5.76,6.03,6.02,1.3,4.82,325.9,87.06,2529133631.0,2174320037.0,0.0,-0.17,2.98,8.91,2025-06-20 13:55:29
4825,603333,尚纬股份,7.42,-2.5,-0.19,219705.0,164181162.0,5.52,7.77,7.35,7.76,7.61,0.77,3.53,-79.54,2.22,4611734688.0,4611734688.0,0.0,-0.13,36.9,33.21,2025-06-20 13:55:29
4826,688716,中研股份,32.0,-2.5,-0.82,26050.0,84254715.0,4.14,33.26,31.9,32.72,32.82,1.35,3.8,171.98,3.38,3893760000.0,2194513696.0,-0.03,0.0,-11.28,-11.48,2025-06-20 13:55:29
4827,301391,卡莱特,39.06,-2.5,-1.0,8938.0,35195948.41,3.99,40.6,39.0,39.99,40.06,0.55,1.81,294.44,1.8,3711278518.0,1926310068.0,0.13,0.0,-3.79,5.88,2025-06-20 13:55:29
4828,002048,宁波华翔,15.14,-2.51,-0.39,75180.0,114885133.0,2.45,15.51,15.13,15.45,15.53,0.56,1.06,12.04,1.04,12321433467.0,10746392939.0,0.0,0.0,-10.47,19.97,2025-06-20 13:55:29
4829,300654,世纪天鸿,9.73,-2.51,-0.25,70766.0,69453038.0,3.91,10.05,9.66,9.99,9.98,0.76,2.01,169.84,4.28,3562394810.0,3431267803.0,0.0,-0.1,-12.81,-3.09,2025-06-20 13:55:29
4830,300072,海新能科,3.11,-2.51,-0.08,196274.0,61608654.2,2.51,3.19,3.11,3.18,3.19,0.63,0.84,-36.61,1.23,7307630139.0,7250529759.0,0.0,0.0,-7.99,-12.39,2025-06-20 13:55:29
4831,301555,惠柏新材,27.06,-2.52,-0.7,43497.0,120163626.2,4.5,28.25,27.0,27.85,27.76,1.64,9.0,70.78,2.33,2496736902.0,1308276585.0,0.15,0.11,6.54,15.3,2025-06-20 13:55:29
4832,833943,优机股份,22.83,-2.52,-0.59,18718.0,42942802.49,4.18,23.49,22.51,23.36,23.42,0.42,4.54,37.36,3.86,2317733060.0,940644126.0,0.13,-0.31,6.53,41.36,2025-06-20 13:55:29
